"Status","Address","List Price","Original List Price","Sales Price","Days On Market"
"CLOSD","18137 Jones Run TRL","$419,750","$419,750","$464,715","0"
"CLOSD","15902 Lewisham DR","$459,950","$474,395","$459,950","12"
"CLOSD","16006 Clawton CT","$501,550","$501,550","$569,595","2"
"CLOSD","7213 Bonallack BND","$725,000","$739,000","$725,000","42"
"CLOSD","18018 Jones Run TRL","$410,674","$410,674","$442,073","0"
"CLOSD","5418 Swift Fox DR","$552,480","$510,615","$552,480","46"
"CLOSD","7207 Maple Summit LN","$667,950","$667,950","$668,930","11"
"CLOSD","15900 Lewisham DR","$499,950","$516,070","$498,545","26"
"CLOSD","8712 Turquoise PL","$629,000","$640,000","$625,000","24"
"CLOSD","13813 Hentland CT","$445,950","$445,950","$570,440","0"
"CLOSD","3513 Waverton DR","$612,110","$612,110","$772,281","0"
"CLOSD","5531 Tag Alder Terrace","$488,410","$488,410","$488,410","9"
"CLOSD","17906 Grand Haven CT","$795,000","$850,000","$780,000","52"
"CLOSD","6813 Cherry Creek LN","$837,565","$837,565","$939,162","2"
"CLOSD","15300 Greenhart DR","$485,000","$485,000","$530,000","4"
"CLOSD","6437 Doyles TRL","$539,900","$539,900","$557,000","6"
"CLOSD","4600 Otter CT","$754,080","$754,080","$762,189","0"
"CLOSD","17107 Old Westridge DR","$454,950","$454,950","$522,346","0"
"CLOSD","18219 Timber Banks LN","$941,400","$941,400","$941,400","2"
"CLOSD","3600 Waverton DR","$678,238","$542,900","$748,436","31"
"CLOSD","15112 Litton DR","$825,000","$825,000","$825,000","63"
"CLOSD","9507 Kinnerton DR","$414,950","$414,950","$492,655","0"
"CLOSD","16725 Laurel Park DR","$449,950","$449,950","$450,999","15"
"CLOSD","8561 Amington LN","$439,900","$439,900","$455,000","4"
"CLOSD","16830 Laurel Park DR","$352,950","$352,950","$404,162","0"
"CLOSD","18131 Cove Creek DR","$649,950","$649,950","$660,000","20"
"CLOSD","18275 Twin Falls LN","$565,000","$565,000","$570,000","6"
"CLOSD","5530 Tag Alder Terrace","$499,795","$497,895","$504,165","50"
"CLOSD","16007 Clawton CT","$496,605","$496,605","$540,555","2"
"CLOSD","16704 Thornapple RUN","$419,000","$419,000","$419,000","8"
"CLOSD","11912 Longtown DR","$399,900","$407,000","$405,000","65"
"CLOSD","4612 Ellerby DR","$424,950","$424,950","$514,737","0"
"CLOSD","17324 Otter DR","$667,724","$667,724","$681,340","2"
"CLOSD","15919 Cambria Cove BLVD","$449,000","$449,000","$460,000","4"
"CLOSD","15630 Blooming RD","$415,837","$384,229","$471,178","99"
"CLOSD","16837 Warren Crest CT","$425,950","$425,950","$520,262","0"
"CLOSD","11612 Longtown DR","$439,000","$439,000","$445,000","4"
"CLOSD","6602 Liege HL","$433,675","$433,675","$454,105","25"
"CLOSD","6600 Liege HL","$452,150","$452,150","$505,430","0"
"CLOSD","11501 Longtown Trail","$451,620","$449,620","$450,270","21"
"CLOSD","15024 Enmore DR","$634,875","$634,875","$634,875","2"
"CLOSD","3525 Alvecote TER","$676,201","$676,201","$711,359","2"
"CLOSD","11507 Longtown Trail","$420,535","$420,535","$418,155","8"
"CLOSD","6605 Liege HL Unit#68-1","$479,000","$479,000","$454,750","35"
"CLOSD","15625 Henningford RD","$447,806","$447,806","$500,840","0"
"CLOSD","17100 Old Westridge DR","$398,950","$398,950","$525,882","0"
"CLOSD","5708 Rohan PL","$418,500","$428,500","$428,500","15"
"CLOSD","6848 Dunton RD","$371,950","$371,950","$406,743","0"
"CLOSD","8812 Forge Gate LN","$425,950","$425,950","$536,200","0"
"CLOSD","6212 Trail Ride Dr.","$479,895","$479,895","$486,110","8"
"CLOSD","9606 Simonsville RD","$418,950","$418,950","$496,088","0"
"CLOSD","13401 Fitzwilliam CT","$405,950","$405,950","$504,434","0"
"CLOSD","11230 Lost Parrish DR","$449,950","$449,950","$470,000","2"
"CLOSD","16754 Sayley DR","$545,355","$545,355","$605,660","0"
"CLOSD","9706 Kinnerton DR","$403,950","$403,950","$496,330","0"
"CLOSD","6836 Dunton RD","$394,305","$394,305","$404,920","5"
"CLOSD","9024 Sugar Hill PL","$448,000","$448,000","$448,000","2"
"CLOSD","6301 Sagamore WAY","$749,000","$749,000","$757,000","6"
"CLOSD","15643 Henningford RD","$379,950","$344,950","$443,346","4"
"CLOSD","8224 Spiral DR","$445,785","$445,785","$497,090","0"
"CLOSD","13818 Tyberton DR","$379,950","$379,950","$454,670","0"
"CLOSD","16048 Cambria Cove BLVD","$460,000","$460,000","$480,000","3"
"CLOSD","3701 Enmore PL","$688,740","$688,740","$704,167","2"
"CLOSD","6840 Dunton RD","$410,950","$368,350","$411,660","130"
"CLOSD","6207 Trail Ride Dr","$477,995","$477,995","$477,995","22"
"CLOSD","6213 Trail Ride","$464,720","$464,720","$464,720","10"
"CLOSD","16808 Broadmoor RD","$372,950","$372,950","$441,435","0"
"CLOSD","8800 Forge Gate LN","$467,950","$467,950","$594,857","0"
"CLOSD","4601 Otter CT","$850,000","$850,000","$850,000","2"
"CLOSD","9518 Buffalo Springs DR","$460,000","$460,000","$465,000","1"
"CLOSD","18013 Timber Banks LN","$822,276","$822,276","$884,135","2"
"CLOSD","8830 Forge Gate LN","$582,660","$582,660","$584,025","0"
"CLOSD","5413 Singing Bird DR","$899,997","$899,997","$899,997","3"
"CLOSD","8907 Forge Gate LN","$422,950","$458,545","$549,004","0"
"CLOSD","16631 Cabrio PL","$427,950","$427,950","$502,279","0"
"CLOSD","4700 Singing Bird DR","$489,900","$479,900","$565,552","31"
"CLOSD","18212 Sagamore DR","$655,119","$599,990","$656,919","32"
"CLOSD","5712 Brailen Dr","$474,805","$474,805","$474,805","2"
"CLOSD","16643 Cabrio PL","$399,950","$399,950","$456,382","0"
"CLOSD","13413 Fitzwilliam CT","$434,950","$434,950","$557,273","0"
"CLOSD","8107 Bole Hat RD","$477,460","$472,650","$506,650","20"
"CLOSD","5766 Trail Ride DR","$425,000","$425,000","$450,000","12"
"CLOSD","17019 Thornapple CT","$374,760","$374,760","$404,130","0"
"CLOSD","17407 Otter DR","$879,000","$879,000","$879,000","20"
"CLOSD","6604 Liege HL","$434,775","$424,725","$444,435","21"
"CLOSD","13406 Fitzwilliam CT","$441,950","$441,950","$507,015","0"
"CLOSD","6606 Liege HL","$398,675","$392,275","$414,060","30"
"CLOSD","5641 Rohan PL","$399,900","$399,900","$410,000","4"
"CLOSD","6610 Liege HL","$417,675","$377,950","$437,015","40"
"CLOSD","6608 Liege HL","$422,735","$422,735","$443,125","0"
"CLOSD","5524 Tag Alder Terrace","$460,000","$460,000","$460,000","0"
"CLOSD","11807 SUGAR HILL DR","$405,050","$405,050","$405,050","0"
"CLOSD","13400 Fitzwilliam CT","$429,950","$429,950","$515,567","0"
"CLOSD","18160 Sagamore DR","$584,990","$569,990","$617,345","57"
"CLOSD","4600 Lake Summer Loop","$625,000","$625,000","$675,000","3"
"CLOSD","5506 Singing Bird DR","$985,000","$985,000","$985,000","26"
"CLOSD","15613 Blooming RD","$449,920","$404,387","$501,340","104"
"CLOSD","6325 Bear Trace WAY","$725,000","$725,000","$738,000","3"
"CLOSD","4612 Cabretta DR","$404,950","$404,950","$434,294","0"
"CLOSD","18107 Ruby Hill CT","$799,900","$799,900","$815,000","100"
"CLOSD","11219 Lost Parrish DR","$426,200","$426,200","$428,771","2"
"CLOSD","11500 Longtown Dr","$411,822","$411,822","$405,905","1"
"CLOSD","4700 Easter RD","$524,997","$524,997","$499,000","161"
"CLOSD","9618 Simonsville RD","$416,950","$416,950","$508,610","0"
"CLOSD","5706 Gossamer Ct","$509,536","$509,636","$509,536","42"
"CLOSD","13436 Fitzwilliam CT","$396,950","$396,950","$459,611","0"
"CLOSD","5512 Singing Bird DR","$813,475","$813,475","$813,475","4"
"CLOSD","15537 Little Hill CT","$650,000","$650,000","$653,000","4"
"CLOSD","18207 Sagamore DR","$615,714","$427,985","$618,304","153"
"CLOSD","11207 Lost Parrish DR","$425,000","$425,000","$425,000","4"
"CLOSD","8848 Forge Gate LN","$465,950","$465,950","$598,932","0"
"CLOSD","15606 Wolfboro RD","$421,710","$425,210","$435,125","11"
"CLOSD","16119 Turquoise DR","$584,900","$584,900","$572,500","7"
"CLOSD","9501 Craftsbury CT","$432,950","$432,950","$489,223","0"
"CLOSD","9025 Forge Gate LN","$537,740","$537,740","$600,670","0"
"CLOSD","14224 Ashmill DR","$375,000","$375,000","$406,100","3"
"CLOSD","9101 Buffalo Springs DR","$450,000","$450,000","$450,000","4"
"CLOSD","16637 Cabrio PL","$386,950","$386,950","$418,698","0"
"CLOSD","14807 Waverton TURN","$633,672","$633,672","$670,572","79"
"CLOSD","15112 Stone Church DR","$403,000","$403,000","$403,000","0"
"CLOSD","15507 Wolfboro RD","$441,255","$410,255","$441,255","28"
"CLOSD","15606 Morocco LN","$590,000","$600,000","$582,500","18"
"CLOSD","16836 Laurel Park DR","$333,950","$333,950","$400,106","0"
"CLOSD","6900 Dunton RD","$402,628","$398,628","$402,628","29"
"CLOSD","11937 Longtown DR","$430,280","$430,280","$434,760","0"
"CLOSD","13418 Fitzwilliam CT","$417,950","$417,950","$503,450","0"
"CLOSD","17000 Old Westridge DR","$450,950","$450,950","$592,518","0"
"CLOSD","13425 Fitzwilliam CT","$419,950","$419,950","$491,531","0"
"CLOSD","3713 Knighton CIR","$579,000","$579,000","$579,000","12"
"CLOSD","3518 Alvecote TER","$739,900","$739,900","$760,000","202"
"CLOSD","9272 Beech Hill CT","$442,756","$404,990","$448,451","70"
"CLOSD","16807 Chalet CT","$468,635","$468,635","$484,365","0"
"CLOSD","12906 Buffalo Springs PL","$420,000","$420,000","$445,000","5"
"CLOSD","7230 Stafford Park DR","$470,000","$470,000","$470,000","3"
"CLOSD","11931 Longtown DR","$393,145","$393,145","$423,595","2"
"CLOSD","9112 Sharpe CT","$438,644","$417,544","$559,441","91"
"CLOSD","8319 Amington LN","$445,000","$465,000","$437,500","7"
"CLOSD","15813 Scarlet Coat DR","$542,950","$542,950","$547,550","18"
"CLOSD","7237 Bonallack BND","$672,788","$672,788","$713,108","2"
"CLOSD","15513 Wolfboro RD","$424,940","$415,955","$430,625","14"
"CLOSD","18201 Sagamore DR","$439,040","$467,985","$448,880","68"
"CLOSD","6500 Sanford Springs CV","$359,950","$359,950","$404,979","40"
"CLOSD","16806 Chalet CT","$559,690","$559,690","$657,140","0"
"CLOSD","5900 Scarlet Coat PL","$413,950","$413,950","$450,936","0"
"CLOSD","15525 Wolfboro RD","$499,000","$499,000","$497,000","9"
"CLOSD","14612 Lavenham LN","$435,000","$435,000","$425,000","4"
"CLOSD","9600 Craftsbury DR","$429,950","$429,950","$467,724","0"
"CLOSD","7112 Maple Summit LN","$629,950","$629,950","$629,950","25"
"CLOSD","3743 Waverton DR","$744,000","$744,000","$764,000","46"
"CLOSD","6206 Trail Ride Dr","$488,365","$488,365","$488,364","0"
"CLOSD","9231 Beech Hill CT","$458,265","$346,990","$464,845","17"
"CLOSD","9036 Sharpe CT","$470,609","$470,609","$496,930","26"
"CLOSD","15060 Dordon LN","$582,000","$582,000","$630,997","2"
"CLOSD","8313 Amington LN","$445,000","$445,000","$442,500","5"
"CLOSD","5724 Brailen Dr","$482,990","$482,990","$482,990","0"
"CLOSD","3700 Enmore PL","$590,691","$590,691","$605,325","0"
"CLOSD","18312 Sagamore DR","$692,281","$692,281","$697,135","0"
"CLOSD","11306 Lost Parrish DR","$365,815","$365,815","$414,096","0"
"CLOSD","8818 Fishers Green CT","$457,950","$420,950","$466,765","136"
"CLOSD","14990 B River RD","$428,950","$428,950","$459,875","0"
"CLOSD","16812 Broadmoor RD","$384,950","$384,950","$412,540","0"
"CLOSD","14990 A River RD","$459,950","$459,950","$549,937","1"
"CLOSD","13207 Beech Hill DR","$483,535","$459,990","$497,595","4"
"CLOSD","4106 Bellstone DR","$709,843","$709,843","$720,777","0"
"CLOSD","13412 Fitzwilliam CT","$394,950","$394,950","$429,125","0"
"CLOSD","3512 Camdale DR","$735,862","$735,862","$781,452","2"
"CLOSD","8018 Bole Hat RD","$444,125","$444,125","$453,840","0"
"CLOSD","18155 Sagamore DR","$483,751","$464,990","$486,496","4"
"CLOSD","4631 Lake Summer LOOP","$569,723","$569,723","$601,968","0"
"CLOSD","18137 Sagamore DR","$578,555","$522,985","$590,989","78"
"CLOSD","15524 Wolfboro RD","$429,275","$429,275","$446,385","0"
"CLOSD","9507 Simonsville RD","$377,950","$377,950","$476,322","0"
"CLOSD","16812 Sayley DR","$569,950","$569,950","$571,789","9"
"CLOSD","15067 Dordon LN","$504,900","$484,900","$560,524","133"
"CLOSD","3601 Graythorne DR","$724,900","$724,900","$724,900","277"
"CLOSD","8313 Hartridge DR","$460,000","$460,000","$500,000","2"
"CLOSD","15107 Enmore DR","$544,990","$544,990","$547,064","12"
"CLOSD","16049 Cambria Cove BLVD","$419,153","$396,485","$433,730","115"
"CLOSD","5719 Gossamer CT","$461,990","$436,350","$482,790","79"
"CLOSD","16731 Cabrio CT","$400,950","$400,950","$478,828","0"
"CLOSD","13801 Tyberton DR","$433,950","$433,950","$573,291","0"
"CLOSD","17318 Wild Bird CT","$615,000","$615,000","$644,619","0"
"CLOSD","18119 Sagamore DR","$549,990","$549,990","$549,990","3"
"CLOSD","9506 Deering CT","$433,950","$433,950","$528,864","0"
"CLOSD","5837 Brailen DR","$472,960","$473,060","$468,060","30"
"CLOSD","8507 Crossfell CT","$499,950","$499,950","$469,584","86"
"CLOSD","6706 Grand Haven LN","$684,950","$684,950","$670,000","8"
"CLOSD","6324 Bear Trace WAY","$524,900","$524,900","$540,000","3"
"CLOSD","16706 Laurel Park DR","$399,950","$399,950","$430,000","5"
"CLOSD","16700 Broadmoor RD","$389,950","$389,950","$493,470","0"
"CLOSD","16700 Sayley DR","$435,950","$435,950","$519,380","0"
"CLOSD","3707 Camdale DR","$498,595","$498,595","$512,402","2"
"CLOSD","5901 Brailen DR","$458,260","$450,280","$453,260","5"
"CLOSD","11507 Longtown DR","$409,990","$409,990","$409,990","7"
"CLOSD","10543 Brightstone DR","$440,000","$440,000","$450,000","4"
"CLOSD","9600 Simonsville RD","$420,950","$420,950","$488,914","0"
"CLOSD","18200 Sagamore DR","$537,455","$537,455","$558,724","0"
"CLOSD","18012 Cove Creek DR","$689,950","$674,950","$689,950","122"
"CLOSD","9218 Beech Hill CT","$388,405","$341,990","$405,675","24"
"CLOSD","7707 Ladybells PL","$627,851","$624,341","$651,131","145"
"CLOSD","8900 Forge Gate LN","$521,233","$521,233","$603,793","0"
"CLOSD","15831 Blooming RD","$549,900","$549,900","$549,900","2"
"CLOSD","17807 Bradford Pear LN","$874,990","$874,990","$880,000","28"
"CLOSD","5707 Brailen DR","$436,560","$465,000","$436,560","14"
"CLOSD","8836 Forge Gate LN","$404,950","$404,950","$440,120","0"
"CLOSD","18231 Twin Falls LN","$525,000","$525,000","$525,000","2"
"CLOSD","3719 Knighton CIR","$553,750","$469,985","$558,670","137"
"CLOSD","9613 Simonsville RD","$410,950","$410,950","$534,116","0"
"CLOSD","5701 Brailen DR","$455,690","$455,690","$450,690","2"
"CLOSD","4630 Ellerby DR","$390,950","$390,950","$457,561","0"
"CLOSD","5700 Gossamer CT","$461,990","$444,605","$462,665","56"
"CLOSD","18030 Timber Banks LN","$639,900","$639,900","$961,144","61"
"CLOSD","6300 Bay Creek RD","$665,610","$665,610","$673,080","0"
"CLOSD","12100 Longtown DR","$408,352","$408,352","$403,940","0"
"CLOSD","5713 Brailen DR","$458,990","$458,990","$458,990","0"
"CLOSD","18018 Timber Banks LN","$629,030","$629,030","$907,878","2"
"CLOSD","16043 Cambria Cove BLVD","$387,490","$349,990","$422,875","52"
"CLOSD","15324 Gammon Green WALK","$409,950","$400,000","$409,950","112"
"CLOSD","16719 Broadmoor RD","$474,950","$474,950","$480,000","3"
"CLOSD","16830 Green Gate CT","$425,000","$425,000","$461,000","5"
"CLOSD","16800 Warren Crest CT","$455,950","$455,950","$525,262","0"
"CLOSD","15101 Crump Landing GRN","$475,000","$475,000","$466,000","19"
"CLOSD","9524 Simonsville RD","$385,950","$385,950","$493,427","0"
"CLOSD","6501 Seven Falls WAY","$485,000","$485,000","$485,000","4"
"CLOSD","8001 Bole Hat RD","$509,523","$509,523","$572,912","0"
"CLOSD","6301 Bay Creek RD","$585,580","$585,580","$599,290","0"
"CLOSD","15101 Longtown CT","$412,053","$412,053","$412,053","0"
"CLOSD","16137 Turquoise DR","$426,085","$426,085","$438,610","0"
"CLOSD","6325 Anise CIR","$424,944","$424,944","$419,994","9"
"CLOSD","17024 Westington RD","$459,900","$459,900","$475,700","3"
"CLOSD","9612 Kinnerton DR","$418,950","$418,950","$459,677","0"
"CLOSD","8736 Forge Gate LN","$414,950","$414,950","$500,109","0"
"CLOSD","15749 Henningford RD","$383,950","$383,950","$444,598","0"
"CLOSD","9207 Brett DR","$428,375","$412,990","$445,975","37"
"CLOSD","9273 Beech Hill CT","$525,845","$449,990","$532,895","73"
"CLOSD","5731 Brailen DR","$441,990","$416,990","$444,990","141"
"CLOSD","16113 Cambria Cove BLVD","$412,720","$359,990","$423,220","5"
"CLOSD","3506 Alvecote TER","$580,000","$580,000","$615,769","0"
"CLOSD","18106 Ruby Hill CT","$899,900","$899,900","$899,900","101"
"CLOSD","8806 Forge Gate LN","$449,495","$449,495","$499,655","2"
"CLOSD","9507 Deering CT","$391,950","$391,950","$455,797","0"
"CLOSD","15037 Dordon LN","$583,580","$583,580","$639,761","2"
"CLOSD","18224 Sagamore DR","$628,970","$628,970","$650,705","0"
"CLOSD","4606 Ellerby DR","$392,950","$392,950","$460,224","0"
"CLOSD","16012 Clawton CT","$423,950","$423,950","$538,937","0"
"CLOSD","13125 Buffalo Springs CT","$458,475","$388,390","$471,395","59"
"CLOSD","16512 Crossfell DR","$583,095","$583,095","$651,325","0"
"CLOSD","4613 Ellerby DR","$401,950","$401,950","$452,433","0"
"CLOSD","15743 Henningford RD","$387,950","$387,950","$463,087","0"
"CLOSD","17712 Silverthread TER","$634,500","$634,500","$620,000","24"
"CLOSD","18125 Sagamore DR","$500,275","$500,275","$508,350","0"
"CLOSD","15328 Gammon Green WALK","$439,950","$439,950","$439,950","76"
"CLOSD","4630 Jenkip CT","$689,999","$689,999","$720,000","2"
"CLOSD","6618 Liege HL","$418,270","$413,270","$418,270","30"
"CLOSD","5733 Gossamer PL","$463,990","$449,990","$463,990","134"
"CLOSD","3737 Knighton CIR","$460,565","$412,390","$466,260","59"
"CLOSD","15113 Litton DR","$549,150","$522,900","$558,707","23"
"CLOSD","9606 Craftsbury DR","$390,950","$390,950","$449,233","0"
"CLOSD","15512 Wolfboro RD","$449,950","$435,990","$451,918","78"
"CLOSD","3706 Camdale DR","$581,709","$581,469","$581,709","52"
"CLOSD","6612 Liege HL","$425,865","$433,105","$432,230","22"
"CLOSD","5725 Brailen DR","$409,000","$390,990","$409,000","148"
"CLOSD","9031 Sharpe CT","$490,407","$478,907","$527,418","75"
"CLOSD","18113 Ruby Hill CT","$875,000","$875,000","$850,000","121"
"CLOSD","3549 Alvecote TER","$493,402","$493,402","$606,588","2"
"CLOSD","8006 Bole Hat RD","$402,210","$402,210","$444,950","0"
"CLOSD","8818 Forge Gate LN","$436,950","$436,950","$509,037","0"
"CLOSD","15042 Dordon LN","$567,990","$552,990","$620,206","122"
"CLOSD","6931 Carden Park DR","$619,900","$619,900","$620,000","2"
"CLOSD","16401 Rosebrier TER","$397,864","$390,364","$533,725","187"
"CLOSD","3507 Camdale DR","$579,500","$569,500","$626,727","81"
"CLOSD","8860 Forge Gate LN","$432,950","$432,950","$586,993","0"
"CLOSD","13807 Hentland CT","$385,950","$385,950","$439,969","0"
"CLOSD","16749 Cabrio CT","$376,950","$376,950","$452,394","0"
"CLOSD","11913 Longtown DR","$387,000","$368,406","$410,489","114"
"CLOSD","3701 Knighton CIR","$497,530","$423,485","$497,530","60"
"CLOSD","6225 Anise CIR","$446,160","$440,750","$440,160","118"
"CLOSD","14300 Cobblegrove DR","$398,500","$398,500","$400,000","1"
"CLOSD","9243 Beech Hill CT","$410,750","$368,990","$423,115","117"
"CLOSD","16306 Crossfell PL","$427,950","$427,950","$612,606","0"
"CLOSD","15307 Spiral PL","$384,855","$372,455","$401,980","0"
"CLOSD","8824 Forge Gate LN","$442,950","$442,950","$546,270","0"
"CLOSD","5431 Cabretta DR","$484,950","$484,950","$521,105","5"
"CLOSD","18013 Twin Falls LN","$424,900","$429,900","$424,900","19"
"CLOSD","6243 Strongbow DR","$515,000","$515,000","$515,000","71"
"CLOSD","15606 Tallion CT","$449,055","$437,165","$448,055","139"
"CLOSD","6331 Sagamore WAY","$451,740","$396,990","$455,750","48"
"CLOSD","5818 Brailen DR","$418,000","$412,990","$418,000","46"
"CLOSD","16901 Sconley PL","$586,810","$379,990","$632,305","39"
"CLOSD","5812 Brailen DR","$429,990","$427,000","$429,990","68"
"CLOSD","6500 White Rock TER","$475,000","$474,900","$470,000","16"
"CLOSD","18107 Sagamore DR","$474,015","$410,700","$477,200","94"
"CLOSD","8913 Forge Gate LN","$444,950","$444,950","$562,516","0"
"CLOSD","15043 Dordon LN","$544,999","$544,999","$649,334","14"
"CLOSD","18101 Ruby Hill CT","$999,999","$999,999","$999,999","121"
"CLOSD","15807 Fishers Green DR","$405,950","$405,950","$420,700","41"
"CLOSD","9500 Tenbury CT","$340,950","$340,950","$500,774","0"
"CLOSD","7701 Ladybells PL","$588,260","$588,260","$590,370","59"
"CLOSD","3706 Graythorne DR","$659,990","$659,990","$659,990","114"
"CLOSD","9700 Kinnerton CT","$409,950","$409,950","$496,288","0"
"CLOSD","6519 White Rock TER","$485,000","$489,900","$485,000","24"
"CLOSD","15631 Henningford RD","$364,950","$364,950","$402,811","0"
"CLOSD","8412 Tallion WAY","$489,950","$499,950","$478,750","21"
"CLOSD","6436 Richwood TRL","$475,000","$475,000","$483,000","6"
"CLOSD","9406 Craftsbury DR","$360,950","$360,950","$407,043","0"
"CLOSD","16301 Aklers PL","$600,000","$600,000","$610,000","7"
"CLOSD","7242 Bonallack Bend","$679,000","$649,000","$679,000","238"
"CLOSD","15801 Fishers Green DR","$364,950","$364,950","$438,417","0"
"CLOSD","15320 Gammon Green WALK","$423,000","$423,000","$452,724","12"
"CLOSD","15055 Dordon LN","$444,900","$444,900","$570,484","105"
"CLOSD","8707 Forge Gate LN","$439,790","$474,990","$452,300","161"
"CLOSD","6431 Richwood TRL","$450,000","$450,000","$462,000","2"
"CLOSD","16430 Aklers CT","$535,000","$535,000","$535,000","60"
"CLOSD","3725 Knighton CIR","$478,095","$367,990","$484,680","165"
"CLOSD","17300 Otter DR","$647,105","$647,105","$690,818","0"
"CLOSD","8954 Lavenham LOOP","$419,950","$419,950","$486,629","27"
"CLOSD","14918 Endstone TRL","$627,538","$627,538","$617,000","3"
"CLOSD","16742 Cabrio CT","$425,950","$425,950","$540,091","0"
"CLOSD","6312 Bear Trace WAY","$499,667","$499,667","$503,377","0"
"CLOSD","15900 Scarlet Coat DR","$399,950","$399,950","$467,692","0"
"CLOSD","5512 Mossy Oak Road","$387,950","$387,950","$414,267","0"
"CLOSD","4636 Lake Summer LOOP","$608,807","$608,807","$634,106","0"
"CLOSD","15901 Cambria Cove BLVD","$549,900","$549,900","$579,000","2"
"CLOSD","15607 Henningford RD","$355,950","$355,950","$450,272","0"
"CLOSD","6812 Ruby Hill RD","$724,900","$699,900","$780,630","167"
"CLOSD","16813 Sconley CT","$426,348","$431,080","$468,278","148"
"CLOSD","5600 Rohan PL","$432,990","$429,990","$436,190","54"
"CLOSD","8300 Amington LN","$435,000","$450,000","$440,000","19"
"CLOSD","16519 Crossfell DR","$523,780","$523,780","$639,985","0"
"CLOSD","16707 Laurel Park DR","$357,950","$357,950","$408,063","0"
"CLOSD","9161 Brett DR","$457,570","$440,990","$463,440","20"
"CLOSD","5807 Brailen DR","$420,990","$394,085","$415,495","73"
"CLOSD","6330 Bear Trace WAY","$408,370","$423,990","$428,600","163"
"CLOSD","16831 Chalet CT","$397,950","$397,950","$461,664","0"
"CLOSD","3719 Graythorne DR","$476,140","$476,140","$593,797","2"
"CLOSD","3719 Camdale DR","$573,955","$573,955","$593,797","2"
"CLOSD","9506 Tenbury CT","$383,950","$383,950","$427,490","0"
"CLOSD","16100 Turquoise DR","$505,920","$505,920","$505,920","169"
"CLOSD","9012 Forge Gate LN","$461,010","$461,010","$505,445","0"
"CLOSD","6702 Liege HL","$369,585","$344,950","$409,330","84"
"CLOSD","18113 Sagamore DR","$444,316","$419,990","$449,051","86"
"CLOSD","13800 Hentland CT","$416,950","$416,950","$467,938","6"
"CLOSD","16013 Cambria Cove BLVD","$404,480","$334,990","$418,735","110"
"CLOSD","16824 Sayley DR","$433,950","$433,950","$523,708","0"
"CLOSD","17037 Westington RD","$467,950","$467,950","$467,950","50"
"CLOSD","16073 Cambria Cove BLVD","$492,815","$492,815","$497,110","0"
"CLOSD","6700 Liege HL","$396,385","$396,385","$424,110","0"
"CLOSD","8101 Bole Hat RD","$441,475","$448,450","$468,600","32"
"CLOSD","18230 Twin Falls LN","$419,900","$419,900","$419,900","0"
"CLOSD","15319 Greenhart DR","$424,015","$334,990","$435,345","7"
"CLOSD","15031 Dordon LN","$682,374","$682,374","$767,866","0"
"CLOSD","18225 Twin Falls LN","$439,575","$4,399,575","$419,575","17"
"CLOSD","5901 Scarlet Coat PL","$387,950","$387,950","$407,476","0"
"CLOSD","6704 Liege HL","$406,475","$406,475","$449,875","0"
"CLOSD","4649 Lake Summer LOOP","$654,121","$654,121","$733,909","0"
"CLOSD","8125 Timberstone DR","$393,950","$377,450","$408,270","34"
"CLOSD","9519 Simonsville RD","$449,000","$449,000","$440,000","19"
"CLOSD","16825 Chalet CT","$427,950","$427,950","$530,222","0"
"CLOSD","9512 Simonsville RD","$399,950","$399,950","$442,958","0"
"CLOSD","11236 Lost Parrish DR","$441,790","$441,790","$446,011","0"
"CLOSD","18143 Timber Banks LN","$663,900","$663,900","$737,979","0"
"CLOSD","16730 Cabrio CT","$374,950","$374,950","$424,563","0"
"CLOSD","4700 Ellerby DR","$386,950","$386,950","$445,558","0"
"CLOSD","9013 Forge Gate LN","$431,950","$431,950","$483,793","0"
"CLOSD","8513 Crossfell CT","$542,240","$542,240","$542,240","124"
"CLOSD","8606 Forge Gate LN","$384,545","$389,990","$416,530","3"
"CLOSD","8406 Timberstone DR","$382,025","$382,025","$495,830","0"
"CLOSD","18101 Sagamore DR","$474,075","$389,990","$474,570","14"
"CLOSD","13137 Buffalo Springs CT","$448,045","$385,890","$469,085","20"
"CLOSD","5819 Brailen DR","$405,990","$400,990","$403,565","11"
"CLOSD","6315 Sagamore CT","$479,795","$479,795","$484,630","0"
"CLOSD","18131 Sagamore DR","$519,795","$413,985","$515,825","215"
"CLOSD","8630 Forge Gate LN","$474,900","$474,900","$458,000","12"
"CLOSD","8318 Hartridge DR","$495,785","$495,785","$539,200","0"
"CLOSD","3501 Waverton DR","$554,850","$554,850","$554,850","0"
"CLOSD","8625 Forge Gate LN","$387,935","$419,990","$400,395","130"
"CLOSD","17312 Wild Bird CT","$610,000","$610,000","$672,244","0"
"CLOSD","8106 Wolfboro PL","$425,575","$425,575","$453,800","0"
"CLOSD","16113 Turquoise DR","$479,000","$479,000","$467,000","4"
"CLOSD","5518 Mossy Oak RD","$401,950","$401,950","$420,270","0"
"CLOSD","9507 Tenbury CT","$403,950","$403,950","$472,167","0"
"CLOSD","8837 Forge Gate LN","$557,485","$557,485","$557,485","0"
"CLOSD","18273 Twin Falls LN","$416,275","$419,950","$427,700","62"
"CLOSD","16800 Chalet CT","$440,950","$440,950","$440,375","62"
