"Status","Address","List Price","Original List Price","Sales Price","Days On Market"
"CLOSD","9143 Saxsawn LN","$676,885","$640,100","$676,885","0"
"CLOSD","7020 Dunton RD","$399,950","$399,950","$449,437","64"
"CLOSD","15112 Bellstone CT","$665,527","$665,527","$722,999","2"
"CLOSD","6724 Liege HL","$525,000","$525,000","$500,000","13"
"CLOSD","6432 Sanford Springs CV","$543,184","$543,184","$547,274","0"
"CLOSD","18112 Timber Banks LN","$867,583","$867,583","$892,520","11"
"CLOSD","15213 Endstone TRL","$899,000","$925,000","$899,000","57"
"CLOSD","7016 Dunton RD","$400,950","$400,950","$436,940","65"
"CLOSD","6207 Strongbow DR","$532,135","$532,135","$536,155","21"
"CLOSD","13018 Fieldfare DR","$446,950","$446,950","$568,999","0"
"CLOSD","15060 Endstone TRL","$699,900","$699,900","$675,000","11"
"CLOSD","7012 Dunton RD","$416,950","$416,950","$433,165","14"
"CLOSD","6931 Carden Park DR","$739,999","$749,000","$740,000","27"
"CLOSD","6119 Water Violet TER","$603,612","$567,317","$603,613","0"
"CLOSD","17754 Twin Falls LN","$579,540","$579,540","$575,000","17"
"CLOSD","3549 Waverton DR","$545,900","$525,900","$579,790","54"
"CLOSD","9225 Sawsawn LN","$559,950","$559,950","$673,315","0"
"CLOSD","9136 Widthby RD","$479,980","$487,190","$485,965","63"
"CLOSD","9218 Saxsawn LN","$749,990","$749,990","$749,990","40"
"CLOSD","9125 Saxsawn LN","$748,590","$661,665","$748,590","5"
"CLOSD","15642 Henningford RD","$499,950","$499,950","$502,720","21"
"CLOSD","7219 Bonallack BND","$849,900","$849,900","$885,954","4"
"CLOSD","7107 Jones Run LN","$630,000","$630,000","$599,000","44"
"CLOSD","6201 Strongbow DR","$532,815","$470,950","$532,815","54"
"CLOSD","18417 Palisades CT","$380,200","$380,200","$412,509","0"
"CLOSD","13200 Fieldfare DR","$470,950","$470,950","$508,663","0"
"CLOSD","5724 Brailen DR","$549,900","$589,999","$545,000","19"
"CLOSD","16412 Aklers CT","$575,000","$575,000","$580,000","14"
"CLOSD","18025 Timber Banks LN","$784,550","$757,375","$985,291","145"
"CLOSD","15225 Lavenham TER","$450,000","$450,000","$445,000","11"
"CLOSD","9800 Craftsbury DR","$453,950","$453,950","$492,526","0"
"CLOSD","6806 Ruby Hill RD","$747,000","$747,000","$914,574","0"
"CLOSD","9207 Cambian CT","$592,950","$592,950","$615,774","0"
"CLOSD","6818 Cherry Creek LN","$650,650","$645,650","$819,929","93"
"CLOSD","6924 Dunton RD","$410,275","$410,275","$448,907","19"
"CLOSD","18409 Palisades CT","$398,900","$398,900","$442,636","0"
"CLOSD","17061 Thornapple CT","$409,990","$409,990","$409,990","7"
"CLOSD","12906 Broad Iron CT","$472,950","$472,950","$589,665","0"
"CLOSD","9237 Sawsawn LN","$553,950","$553,950","$755,234","0"
"CLOSD","15218 Lavenham TER","$492,500","$492,500","$525,000","3"
"CLOSD","16406 Gossamer DR","$543,895","$509,275","$543,895","0"
"CLOSD","15107 Hazelbury CIR","$449,950","$410,000","$460,000","23"
"CLOSD","4613 Lake Summer LOOP","$725,799","$725,799","$781,379","0"
"CLOSD","6908 Dunton RD","$386,950","$386,950","$440,211","0"
"CLOSD","12000 Longtown DR","$407,990","$407,990","$416,315","2"
"CLOSD","15668 Henningford RD","$477,722","$473,292","$479,397","29"
"CLOSD","6901 Leire LN","$380,950","$378,950","$450,000","42"
"CLOSD","18001 Timber Banks LN","$1,220,000","$1,220,000","$1,252,060","2"
"CLOSD","3543 Waverton DR","$899,900","$899,950","$899,900","47"
"CLOSD","9942 Maidstone CT","$443,950","$443,950","$557,004","0"
"CLOSD","6219 Strongbow DR","$526,915","$480,050","$526,915","10"
"CLOSD","6916 Dunton RD","$394,950","$367,950","$438,352","77"
"CLOSD","11930 Longtown DR","$390,860","$390,860","$413,311","21"
"CLOSD","3812 Bellstone DR","$661,193","$661,193","$721,573","0"
"CLOSD","3813 Bellstone DR","$740,135","$740,135","$721,573","0"
"CLOSD","11400 Lost Parrish DR","$449,900","$449,900","$475,000","4"
"CLOSD","12325 Petrel XING Unit#7","$420,633","$420,633","$422,453","47"
"CLOSD","9207 Saxsawn LN","$557,950","$557,950","$608,525","0"
"CLOSD","18124 Timber Banks LN","$732,785","$732,785","$794,425","3"
"CLOSD","15837 Scarlet Coat DR","$521,950","$466,802","$604,380","102"
"CLOSD","15919 Fishers Green DR","$469,950","$469,950","$557,049","0"
"CLOSD","15100 Stone Church DR","$467,100","$467,100","$496,621","3"
"CLOSD","16718 Sayley DR","$689,111","$689,111","$689,689","6"
"CLOSD","3606 Graythorne DR","$749,999","$749,999","$769,000","9"
"CLOSD","6837 Cherry Creek LN","$615,900","$615,900","$875,723","2"
"CLOSD","15018 Enmore DR","$569,000","$569,000","$496,987","21"
"CLOSD","5506 Swift Fox DR","$641,439","$585,965","$641,439","0"
"CLOSD","16600 Burridge PL","$685,000","$685,000","$700,000","3"
"CLOSD","15201 Endstone TRL","$696,900","$696,900","$878,856","15"
"CLOSD","15700 Fishers Green DR","$520,000","$540,000","$535,000","12"
"CLOSD","3825 Knighton CIR","$579,000","$579,000","$610,522","5"
"CLOSD","5513 Tag Alder TER","$678,970","$603,990","$678,970","0"
"CLOSD","12324 Petrel XING Unit#204","$408,013","$408,013","$409,833","29"
"CLOSD","15667 Henningford RD","$477,291","$467,123","$476,139","67"
"CLOSD","16701 Lilting Moon CT","$539,405","$462,950","$539,405","115"
"CLOSD","5716 Rohan CT","$475,000","$475,000","$515,000","4"
"CLOSD","6314 Sagamore CT","$549,500","$549,500","$560,000","7"
"CLOSD","6249 Strongbow DR","$521,125","$465,950","$516,125","19"
"CLOSD","5430 Cabretta DR","$699,950","$699,950","$699,950","15"
"CLOSD","18137 Cove Creek DR","$694,950","$694,950","$694,950","18"
"CLOSD","12361 Petrel XING Unit#16","$424,322","$424,322","$424,322","21"
"CLOSD","15655 Henningford RD","$474,023","$474,023","$475,518","0"
"CLOSD","8737 Forge Gate LN","$532,950","$532,950","$692,884","0"
"CLOSD","5912 Sterlingworth DR","$645,590","$592,270","$651,715","144"
"CLOSD","16836 Laurel Park DR","$490,000","$490,000","$495,000","4"
"CLOSD","6407 Sheehan XING","$510,000","$510,000","$515,100","5"
"CLOSD","4118 Bellstone DR","$647,290","$647,290","$772,351","2"
"CLOSD","3836 Bellstone DR","$637,986","$637,986","$740,767","0"
"CLOSD","4613 Jenkip CT","$749,900","$749,900","$749,900","29"
"CLOSD","15912 Fishers Green DR","$438,950","$438,950","$457,506","49"
"CLOSD","9320 Buffalo Springs DR","$449,900","$449,900","$455,000","3"
"CLOSD","14751 Beach RD","$599,990","$599,990","$675,000","3"
"CLOSD","6200 Strongbow DR","$524,195","$489,085","$524,194","0"
"CLOSD","18437 Palisades CT","$388,580","$388,580","$408,884","1"
"CLOSD","5525 Singing Bird DR","$849,900","$849,900","$855,000","4"
"CLOSD","6225 Strongbow DR","$564,411","$465,950","$564,411","58"
"CLOSD","6319 Anise CIR","$557,161","$557,161","$557,161","12"
"CLOSD","15200 Stone Church DR","$455,730","$455,730","$479,010","2"
"CLOSD","10024 Craftsbury DR","$441,950","$441,950","$493,440","0"
"CLOSD","11537 Longtown DR","$419,950","$419,950","$435,000","4"
"CLOSD","6912 Dunton RD","$426,585","$399,950","$429,548","99"
"CLOSD","4660 Lake Summer LOOP","$764,900","$764,900","$764,900","101"
"CLOSD","8513 Petherwin LN","$585,000","$585,000","$587,500","2"
"CLOSD","4643 Lake Summer LOOP","$579,997","$579,997","$830,087","177"
"CLOSD","6801 Dunton RD","$368,950","$359,950","$410,563","22"
"CLOSD","8543 Glen Royal DR","$640,000","$640,000","$688,000","2"
"CLOSD","15219 Endstone TRL","$731,393","$731,393","$764,909","2"
"CLOSD","9313 Bailey Oak DR","$448,300","$448,300","$451,500","0"
"CLOSD","16619 Cabrio PL","$455,950","$455,950","$473,063","28"
"CLOSD","5412 Swift Fox DR","$589,105","$546,100","$589,105","0"
"CLOSD","3618 Graythorne DR","$905,000","$905,000","$905,000","112"
"CLOSD","3607 Camdale DR","$623,238","$591,719","$688,229","57"
"CLOSD","16742 Cabrio CT","$620,000","$620,000","$652,500","3"
"CLOSD","15130 Enmore DR","$495,900","$495,900","$610,718","12"
"CLOSD","8743 Forge Gate CT","$644,950","$644,950","$644,950","21"
"CLOSD","6613 Welara RUN","$420,000","$430,000","$420,000","17"
"CLOSD","12925 Craftsbury CT","$476,950","$476,950","$546,862","0"
"CLOSD","18501 Palisades CT","$431,925","$392,280","$431,925","0"
"CLOSD","5613 Rohan PL","$499,900","$499,900","$511,000","9"
"CLOSD","8542 Amington LN","$435,000","$435,000","$455,500","4"
"CLOSD","15712 Henningford RD","$480,000","$480,000","$500,000","5"
"CLOSD","3531 Alvecote TER","$673,927","$673,927","$694,600","3"
"CLOSD","15525 Centerline CT","$500,000","$500,000","$560,000","2"
"CLOSD","16618 Broadmoor RD","$503,979","$455,950","$506,330","28"
"CLOSD","7121 Deep Creek Dr","$549,000","$549,000","$550,000","3"
"CLOSD","5525 Tag Alder TER","$519,000","$505,590","$519,000","7"
"CLOSD","5519 Tag Alder TER","$512,890","$512,990","$515,500","15"
"CLOSD","3512 Alvecote TER","$630,595","$630,595","$728,471","0"
"CLOSD","15007 Enmore DR","$607,994","$607,994","$652,295","2"
"CLOSD","6703 Southwalk HTS Unit#407-4","$449,644","$436,219","$449,664","130"
"CLOSD","18504 Palisades RDG","$431,590","$431,590","$431,590","8"
"CLOSD","8842 Forge Gate LN","$629,950","$629,950","$660,000","2"
"CLOSD","4913 Sandy Shoals TER","$639,000","$639,000","$725,000","7"
"CLOSD","5907 Sterlingworth DR","$567,570","$567,570","$567,570","52"
"CLOSD","18513 Palisades CT","$425,610","$389,500","$425,610","0"
"CLOSD","16713 Lilting Moon CT","$585,000","$585,000","$595,000","5"
"CLOSD","4813 Ellerby DR","$566,996","$566,996","$567,010","0"
"CLOSD","10013 Craftsbury DR","$451,950","$451,950","$492,489","0"
"CLOSD","10019 Craftsbury DR","$565,336","$459,950","$565,336","0"
"CLOSD","12913 Broad Iron CT","$484,289","$452,950","$484,289","0"
"CLOSD","3700 Bellstone DR","$679,532","$679,532","$736,278","0"
"CLOSD","6606 Liege HL","$470,000","$470,000","$460,000","10"
"CLOSD","6928 Dunton RD","$404,950","$404,950","$417,438","0"
"CLOSD","12931 Broad Iron CT","$546,235","$446,950","$546,235","0"
"CLOSD","6932 Dunton RD","$415,950","$376,950","$417,759","76"
"CLOSD","5943 Sterlingworth DR","$506,850","$506,850","$584,235","0"
"CLOSD","4625 Lake Summer LOOP","$576,491","$576,491","$609,307","3"
"CLOSD","18161 Sagamore DR","$560,895","$524,990","$577,690","30"
"CLOSD","12924 Craftsbury CT","$476,178","$463,950","$476,178","0"
"CLOSD","16319 Aklers PL","$602,400","$599,900","$616,190","150"
"CLOSD","15637 Blooming RD","$499,950","$550,000","$500,000","20"
"CLOSD","15301 Endstone TRL","$770,831","$770,831","$880,153","2"
"CLOSD","11525 Avening RD","$391,565","$391,565","$414,186","2"
"CLOSD","12925 Broad Iron CT","$450,950","$450,950","$476,411","0"
"CLOSD","5931 Sterlingworth DR","$461,040","$461,040","$508,520","2"
"CLOSD","11112 Crump Landing TRL","$386,950","$337,950","$459,851","639"
"CLOSD","9007 Blooming CT","$499,950","$550,000","$499,950","28"
"CLOSD","16719 Sayley DR","$570,000","$570,000","$575,000","4"
"CLOSD","13024 Fieldfare DR","$588,244","$441,950","$588,244","0"
"CLOSD","8713 Sanibel CT","$416,950","$416,950","$453,789","0"
"CLOSD","6612 Citory WAY","$485,045","$479,960","$483,515","100"
"CLOSD","16837 Chalet CT","$472,950","$472,950","$513,824","0"
"CLOSD","6614 Citory WAY","$501,210","$479,960","$502,000","76"
"CLOSD","6616 Citory WAY","$524,925","$486,485","$524,925","7"
"CLOSD","15742 Henningford RD","$406,950","$406,950","$498,572","0"
"CLOSD","9721 Coalboro RD","$395,000","$395,000","$445,500","5"
"CLOSD","12918 Craftsbury CT","$484,024","$451,950","$484,024","0"
"CLOSD","9319 Lavenham CT","$475,000","$475,000","$531,200","5"
"CLOSD","6825 Cherry Creek LN","$817,909","$817,909","$915,318","3"
"CLOSD","4619 Lake Summer LOOP","$629,713","$629,713","$629,713","2"
"CLOSD","17306 Wild Bird CT","$769,900","$769,900","$803,088","44"
"CLOSD","11101 Forbes Glen RD","$426,080","$426,080","$466,202","0"
"CLOSD","18508 Palisades RDG","$400,383","$414,905","$400,383","8"
"CLOSD","15819 Fishers Green DR","$436,950","$436,950","$485,421","0"
"CLOSD","6610 Citory WAY","$469,190","$443,985","$469,060","178"
"CLOSD","12900 Craftsbury DR","$441,950","$441,950","$468,000","0"
"CLOSD","12919 Broad Iron DR","$483,069","$462,950","$483,069","0"
"CLOSD","17319 Otter DR","$543,900","$511,155","$597,650","12"
"CLOSD","8700 Sanibel CT","$443,950","$443,950","$540,066","0"
"CLOSD","8801 Glen Royal DR","$550,000","$550,000","$555,000","2"
"CLOSD","15307 Merton CT","$442,890","$429,390","$494,570","67"
"CLOSD","9948 Maidstone CT","$442,950","$442,950","$550,285","0"
"CLOSD","18130 Cove Creek DR","$675,000","$675,000","$690,000","5"
"CLOSD","11231 Lost Parrish DR","$395,800","$395,800","$441,341","0"
"CLOSD","12924 Broad Iron CT","$500,336","$460,950","$500,336","0"
"CLOSD","15031 Enmore DR","$593,734","$593,734","$669,222","2"
"CLOSD","8400 Morocco PL","$452,990","$501,075","$519,385","2"
"CLOSD","15906 Fishers Green DR","$454,950","$454,950","$487,742","0"
"CLOSD","8701 Sanibel CT","$420,950","$420,950","$463,770","0"
"CLOSD","16707 Sayley DR","$609,950","$609,950","$609,950","62"
"CLOSD","9519 Buffalo Springs DR","$449,950","$449,950","$461,000","3"
"CLOSD","16801 Chalet CT","$589,010","$549,850","$589,685","106"
"CLOSD","6425 Sheehan XING","$529,000","$529,000","$550,000","8"
"CLOSD","6500 Sanford Springs CV","$494,950","$494,950","$483,000","14"
"CLOSD","16818 Chalet CT","$500,950","$500,950","$647,536","0"
"CLOSD","15013 Enmore DR","$597,397","$597,397","$664,704","2"
"CLOSD","18100 Timber Banks LN","$849,900","$849,900","$958,150","5"
"CLOSD","15613 Morocco LN","$639,110","$599,680","$639,110","158"
"CLOSD","15942 Fishers Green DR","$398,950","$398,950","$459,019","0"
"CLOSD","4624 Ellerby DR","$569,900","$569,900","$633,001","4"
"CLOSD","10018 Craftsbury DR","$444,950","$444,950","$477,030","0"
"CLOSD","16843 Sayley DR","$495,950","$495,950","$664,803","0"
"CLOSD","11225 Lost Parrish DR","$339,950","$334,950","$431,676","161"
"CLOSD","15536 Wolfboro RD","$535,000","$535,000","$535,000","7"
"CLOSD","9900 Craftsbury DR","$504,097","$448,950","$504,097","0"
"CLOSD","6611 Southwalk HTS Unit#416-4","$366,490","$366,490","$460,779","0"
"CLOSD","12013 Longtown DR","$436,150","$436,150","$477,606","8"
"CLOSD","17307 Wild Bird CT","$681,711","$681,711","$715,374","2"
"CLOSD","9930 Maidstone CT","$501,780","$447,950","$501,780","0"
"CLOSD","6112 Water Violet TER","$508,130","$462,950","$508,130","0"
"CLOSD","16707 Lilting Moon CT","$508,200","$482,050","$508,200","0"
"CLOSD","3501 Alvecote TER","$733,807","$733,807","$781,798","2"
"CLOSD","16825 Sayley DR","$468,950","$468,950","$546,184","0"
"CLOSD","6617 Southwalk HTS Unit#413-4","$372,490","$372,490","$469,621","0"
"CLOSD","8707 Sanibel CT","$446,950","$446,950","$476,526","2"
"CLOSD","9912 Craftsbury DR","$530,011","$446,950","$530,011","0"
"CLOSD","6646 Citory WAY","$418,317","$410,950","$418,317","5"
"CLOSD","6648 Citory WAY","$470,560","$452,900","$470,560","92"
"CLOSD","6650 Citory WAY","$496,660","$420,950","$496,660","18"
"CLOSD","16031 Lost Crop DR","$499,990","$499,990","$499,990","16"
"CLOSD","8031 Hartridge DR","$439,950","$439,950","$439,950","7"
"CLOSD","6965 Desert Candle DR","$385,000","$385,000","$410,000","5"
"CLOSD","6644 Citory WAY","$533,760","$423,950","$533,760","18"
"CLOSD","6512 Sanford Springs CV","$459,950","$465,950","$459,950","106"
"CLOSD","4666 Lake Summer LOOP","$569,558","$569,558","$671,000","2"
"CLOSD","6815 Dales Pony DR","$425,000","$425,000","$430,000","4"
"CLOSD","18206 Timber Banks LN","$728,450","$728,450","$853,537","0"
"CLOSD","11600 Longtown LOOP","$442,150","$442,150","$490,401","0"
"CLOSD","6848 Cherry Creek LN","$799,000","$819,000","$799,000","17"
"CLOSD","11936 Longtown DR","$433,390","$433,390","$427,386","2"
"CLOSD","15707 Henningford RD","$398,950","$398,950","$455,227","0"
"CLOSD","11800 Sugar Hill DR","$508,000","$508,000","$508,000","2"
"CLOSD","6224 Trail Ride Dr","$499,990","$499,990","$505,525","7"
"CLOSD","5500 Swift Fox DR","$507,380","$484,450","$507,390","115"
"CLOSD","15731 Fishers Green DR","$394,950","$394,950","$509,234","0"
"CLOSD","15318 Merton CT","$555,445","$555,445","$556,895","0"
"CLOSD","8519 Hartridge DR","$540,000","$540,000","$565,000","7"
"CLOSD","6218 Strongbow DR","$599,395","$544,490","$599,395","0"
"CLOSD","9031 Sugar Hill PL","$429,000","$429,000","$442,600","4"
"CLOSD","6821 Leire LN","$357,950","$345,950","$407,105","58"
"CLOSD","16730 Sayley DR","$624,950","$624,950","$624,950","56"
"CLOSD","15636 Henningford RD","$411,950","$411,950","$503,216","0"
"CLOSD","15536 Little Hill CT","$610,975","$610,975","$655,020","62"
"CLOSD","18006 Jones Run TRL","$547,460","$547,460","$582,940","0"
"CLOSD","5500 Singing Bird DR","$1,100,000","$1,100,000","$1,100,000","120"
"CLOSD","16718 Broadmoor RD","$549,950","$549,950","$549,950","5"
"CLOSD","4601 Crosswycke DR","$515,000","$515,000","$575,000","7"
"CLOSD","17336 Otter DR","$796,030","$796,030","$1,004,079","0"
"CLOSD","3854 Bellstone DR","$593,794","$593,794","$628,930","0"
"CLOSD","6627 Southwalk HTS Unit#409-4","$443,460","$443,460","$443,460","2"
"CLOSD","4700 Chesler DR","$499,950","$499,950","$510,000","3"
"CLOSD","8900 Sugar Park TER","$406,300","$406,300","$423,847","0"
"CLOSD","5930 Sterlingworth DR","$463,420","$463,420","$470,090","0"
"CLOSD","15661 Henningford RD","$382,950","$382,950","$455,633","0"
"CLOSD","3755 Knighton CIR","$492,500","$492,500","$510,000","5"
"CLOSD","6260 Strongbow DR","$537,965","$500,085","$538,225","122"
"CLOSD","11024 Church Point RD","$379,615","$379,615","$406,251","2"
"CLOSD","6448 Twin Falls TER","$459,000","$459,000","$459,000","2"
"CLOSD","8824 Nesbit Ferry LN","$384,950","$384,950","$437,455","0"
"CLOSD","4100 Bellstone DR","$648,253","$648,253","$666,232","2"
"CLOSD","18119 Jones Run TRL","$456,025","$456,025","$487,790","0"
"CLOSD","18007 Jones Run TRL","$554,285","$553,850","$594,635","37"
"CLOSD","16606 Cabrio PL","$382,950","$382,950","$536,661","44"
"CLOSD","8807 Nesbit Ferry LN","$424,930","$424,930","$425,002","73"
"CLOSD","10154 Cravensford TER","$425,000","$425,000","$470,000","6"
"CLOSD","16737 Sayley DR","$494,950","$493,950","$642,748","0"
"CLOSD","14224 Ashmill DR","$400,000","$400,000","$405,000","5"
"CLOSD","8818 Nesbit Ferry LN","$408,950","$408,950","$488,062","0"
"CLOSD","5924 Sterlingworth DR","$414,570","$414,570","$470,090","0"
"CLOSD","5604 Rohan Place","$488,590","$488,690","$489,040","29"
"CLOSD","18106 Jones Run TRL","$444,745","$444,745","$444,745","2"
"CLOSD","15713 Henningford RD","$384,950","$384,950","$493,352","0"
"CLOSD","16706 Lilting Moon CT","$580,799","$543,981","$580,799","0"
"CLOSD","16612 Cabrio PL","$599,900","$599,900","$620,000","4"
"CLOSD","16718 Lilting Moon CT","$546,605","$520,085","$546,605","0"
"CLOSD","15812 Fishers Green DR","$383,950","$383,950","$417,763","0"
"CLOSD","13407 Fitzwilliam CT","$601,980","$566,680","$609,292","0"
"CLOSD","6848 Cherry Creek LN","$671,520","$671,520","$747,202","0"
"CLOSD","3830 Bellstone DR","$598,264","$598,264","$645,098","0"
"CLOSD","16725 Sayley DR","$497,800","$497,800","$542,920","0"
"CLOSD","5501 Tag Alder TER","$614,220","$540,865","$614,220","0"
"CLOSD","4719 Old Westridge PL","$551,240","$551,240","$553,753","4"
"CLOSD","4637 Lake Summer LOOP","$702,474","$702,474","$787,058","0"
"CLOSD","16807 Sconley CT","$500,000","$500,000","$496,000","4"
"CLOSD","8719 Forge Gate LN","$470,000","$485,000","$470,000","21"
"CLOSD","13818 Hentland CT","$427,950","$427,950","$513,108","0"
"CLOSD","6438 Twin Falls CT","$534,950","$534,950","$555,000","2"
"CLOSD","15304 Gammon Green WALK","$432,950","$432,950","$476,165","10"
"CLOSD","18130 Jones Run TRL","$545,310","$545,310","$583,045","0"
"CLOSD","15124 Enmore DR","$554,997","$489,997","$670,432","304"
"CLOSD","16724 Sayley DR","$695,210","$695,210","$795,535","8"
"CLOSD","6658 Citory WAY","$470,575","$389,950","$470,575","74"
"CLOSD","6662 Citory WAY","$485,165","$458,320","$485,165","24"
"CLOSD","6656 Citory WAY","$484,860","$455,245","$484,860","0"
"CLOSD","6660 Citory WAY","$505,185","$430,900","$505,185","141"
"CLOSD","7106 Jones Run LN","$538,035","$538,035","$538,035","78"
"CLOSD","5531 Mossy Oak RD","$428,950","$428,950","$620,859","0"
"CLOSD","6812 Dunton RD","$364,950","$364,950","$406,989","0"
"CLOSD","6824 Dunton RD","$360,950","$360,950","$406,860","0"
"CLOSD","18118 Jones Run TRL","$479,075","$479,075","$525,160","0"
"CLOSD","6701 Southwalk HTS Unit#408-4","$468,363","$468,363","$468,363","0"
"CLOSD","16001 Clawton CT","$504,800","$504,800","$583,420","0"
"CLOSD","12901 Bailey Valley DR","$449,000","$449,000","$475,000","5"
"CLOSD","6828 Dunton RD","$369,950","$369,950","$478,187","0"
"CLOSD","6306 Bear Trace WAY","$630,000","$630,000","$610,000","10"
"CLOSD","18167 Jones Run TRL","$447,735","$447,735","$486,660","0"
"CLOSD","6726 Liege HL Unit#6726","$420,000","$420,000","$420,000","7"
"CLOSD","15313 Merton CT","$480,000","$480,000","$485,550","5"
"CLOSD","16743 Sayley DR","$472,950","$472,950","$565,045","0"
"CLOSD","6707 Southwalk HTS Unit#405-4","$462,917","$462,917","$462,917","0"
"CLOSD","18012 Jones Run TRL","$458,675","$458,675","$485,965","0"
"CLOSD","16713 Lilting Moon CT","$550,640","$531,990","$550,640","0"
"CLOSD","6705 Southwalk HTS Unit#406-4","$348,490","$348,490","$419,477","0"
"CLOSD","8501 Crossfell CT","$542,885","$542,885","$549,435","0"
"CLOSD","18173 Jones Run TRL","$495,665","$500,665","$495,665","50"
"CLOSD","6430 Doyles TRL","$409,950","$409,950","$421,000","13"
"CLOSD","16706 Sayley DR","$460,950","$460,950","$595,319","0"
"CLOSD","16712 Lilting Moon CT","$621,135","$557,750","$621,135","0"
"CLOSD","18206 Sagamore DR","$715,985","$609,990","$724,052","128"
"CLOSD","5525 Mossy Oak RD","$516,950","$498,950","$657,822","115"
"CLOSD","18024 Jones Run TRL","$475,400","$475,400","$503,685","0"
"CLOSD","16930 Old Westridge DR","$438,950","$438,950","$476,771","0"
"CLOSD","16812 Warren Crest CT","$573,950","$573,950","$574,922","4"
"CLOSD","18112 Jones Run TRL","$455,235","$455,235","$497,785","0"
"CLOSD","15224 Greenhart DR","$425,000","$425,000","$425,000","22"
"CLOSD","11243 Lost Parrish DR","$470,240","$470,240","$477,512","2"
"CLOSD","11400 Lost Parrish DR","$435,000","$435,000","$440,000","4"
"CLOSD","18001 Jones Run TRL","$515,675","$499,360","$515,675","0"
"CLOSD","18113 Timber Banks LN","$748,900","$712,900","$845,490","151"
"CLOSD","17342 Otter DR","$713,713","$713,713","$729,791","2"
"CLOSD","6724 Citory WAY","$451,835","$414,310","$451,835","106"
"CLOSD","5518 Tag Alder Terrace","$484,410","$486,410","$484,410","96"
"CLOSD","6218 Trail Ride Dr.","$482,195","$482,295","$482,295","27"
"CLOSD","16743 Cabrio CT","$445,950","$445,950","$497,035","0"
"CLOSD","15812 Scarlet Coat DR","$530,019","$530,019","$626,712","0"
"CLOSD","11506 Avening RD","$408,475","$408,475","$423,807","2"
"CLOSD","18107 Timber Banks LN","$972,500","$972,500","$1,113,274","2"
"CLOSD","18000 Jones Run TRL","$531,810","$504,260","$531,810","0"
"CLOSD","7102 Silver Farm PL","$650,000","$650,000","$637,000","4"
"CLOSD","3530 Waverton DR","$649,631","$649,631","$649,631","0"
"CLOSD","3513 Alvecote TER","$701,309","$701,309","$701,309","2"
"CLOSD","6718 Citory WAY","$494,125","$451,605","$493,455","106"
"CLOSD","6722 Citory WAY","$505,095","$383,950","$505,095","26"
"CLOSD","15143 Enmore DR","$470,900","$464,900","$565,196","79"
"CLOSD","18149 Jones Run TRL","$485,820","$485,820","$484,865","7"
"CLOSD","8624 Forge Gate LN","$519,900","$519,900","$545,000","6"
"CLOSD","15831 Scarlet Coat DR","$456,950","$456,950","$540,958","0"
"CLOSD","16106 Turquoise DR","$615,000","$615,000","$635,000","3"
"CLOSD","3536 Waverton DR","$594,900","$594,900","$793,083","24"
"CLOSD","13812 Tyberton DR","$417,950","$417,950","$482,515","0"
"CLOSD","3701 Camdale DR","$656,311","$656,311","$656,311","2"
"CLOSD","8207 Amington LN","$494,350","$494,350","$505,155","0"
"CLOSD","4900 Ellerby DR","$422,950","$422,950","$517,520","0"
"CLOSD","5518 Singing Bird DR","$1,200,000","$1,300,000","$1,150,000","84"
"CLOSD","18131 Jones Run TRL","$422,000","$422,000","$460,410","0"
"CLOSD","6720 Citory WAY","$451,405","$374,950","$451,405","47"
"CLOSD","18201 Timber Banks LN","$854,940","$854,940","$992,038","0"
"CLOSD","15312 Gammon Green WALK Unit#33","$429,950","$429,950","$476,165","10"
"CLOSD","3524 Waverton DR","$634,955","$634,955","$702,467","0"
"CLOSD","11513 Longtown Trail","$436,990","$441,990","$436,990","54"
"CLOSD","6201 Trail Ride Dr","$494,990","$494,990","$495,090","2"
"CLOSD","6206 Strongbow DR","$461,435","$446,950","$461,435","0"
"CLOSD","18161 Jones Run TRL","$455,785","$455,785","$489,855","0"
"CLOSD","13901 Tyberton DR","$417,950","$417,950","$491,501","0"
"CLOSD","18125 Jones Run TRL","$429,185","$429,185","$471,975","0"
"CLOSD","11601 Longtown LOOP","$429,175","$429,175","$433,580","2"
"CLOSD","3537 Waverton DR","$749,997","$574,999","$749,997","94"
"CLOSD","18155 Jones Run TRL","$429,060","$429,060","$471,925","0"
"CLOSD","18124 Jones Run TRL","$438,850","$438,850","$484,320","0"
"CLOSD","18306 Sagamore DR","$704,875","$582,190","$711,705","51"
"CLOSD","6412 Richwood TRL","$455,000","$455,000","$465,000","5"
"CLOSD","18143 Jones Run TRL","$421,250","$421,250","$466,795","0"
"CLOSD","17331 Otter DR","$586,815","$586,815","$651,621","0"
"CLOSD","5712 Brailen DR","$499,000","$499,000","$501,000","18"
"CLOSD","16700 Lilting Moon CT","$531,365","$495,335","$531,365","28"
"CLOSD","6831 Cherry Creek LN","$863,465","$863,465","$939,162","2"
"CLOSD","17400 Otter DR","$699,293","$699,293","$715,340","3"
"CLOSD","18100 Jones Run TRL","$413,630","$413,630","$459,560","0"
"CLOSD","6715 Southwalk HTS Unit#402-4","$443,864","$443,864","$442,582","0"
"CLOSD","11807 Longtown DR","$395,000","$395,000","$400,000","5"
"CLOSD","5713 Brailen DR","$475,000","$475,000","$503,000","7"
