"Status","Address","List Price","Original List Price","Sales Price","Days On Market","Sales Date"
"CLOSD","18007 Jones Run TRL","$554,285","$553,850","$594,635","37","02/24/2022"
"CLOSD","16606 Cabrio PL","$382,950","$382,950","$536,661","44","02/24/2022"
"CLOSD","8807 Nesbit Ferry LN","$424,930","$424,930","$425,002","73","02/23/2022"
"CLOSD","10154 Cravensford TER","$425,000","$425,000","$470,000","6","02/23/2022"
"CLOSD","16737 Sayley DR","$494,950","$493,950","$642,748","0","02/23/2022"
"CLOSD","14224 Ashmill DR","$400,000","$400,000","$405,000","5","02/22/2022"
"CLOSD","8818 Nesbit Ferry LN","$408,950","$408,950","$488,062","0","02/22/2022"
"CLOSD","5924 Sterlingworth DR","$414,570","$414,570","$470,090","0","02/18/2022"
"CLOSD","5604 Rohan Place","$488,590","$488,690","$489,040","29","02/17/2022"
"CLOSD","18106 Jones Run TRL","$444,745","$444,745","$444,745","2","02/17/2022"
"CLOSD","15713 Henningford RD","$384,950","$384,950","$493,352","0","02/17/2022"
"CLOSD","16706 Lilting Moon CT","$580,799","$543,981","$580,799","0","02/17/2022"
"CLOSD","16612 Cabrio PL","$599,900","$599,900","$620,000","4","02/16/2022"
"CLOSD","16718 Lilting Moon CT","$546,605","$520,085","$546,605","0","02/15/2022"
"CLOSD","15812 Fishers Green DR","$383,950","$383,950","$417,763","0","02/14/2022"
"CLOSD","13407 Fitzwilliam CT","$601,980","$566,680","$609,292","0","02/14/2022"
"CLOSD","6848 Cherry Creek LN","$671,520","$671,520","$747,202","0","02/11/2022"
"CLOSD","3830 Bellstone DR","$598,264","$598,264","$645,098","0","02/11/2022"
"CLOSD","16725 Sayley DR","$497,800","$497,800","$542,920","0","02/10/2022"
"CLOSD","5501 Tag Alder TER","$614,220","$540,865","$614,220","0","02/10/2022"
"CLOSD","4719 Old Westridge PL","$551,240","$551,240","$553,753","4","02/09/2022"
"CLOSD","4637 Lake Summer LOOP","$702,474","$702,474","$787,058","0","02/09/2022"
"CLOSD","16807 Sconley CT","$500,000","$500,000","$496,000","4","02/08/2022"
"CLOSD","8719 Forge Gate LN","$470,000","$485,000","$470,000","21","02/07/2022"
"CLOSD","13818 Hentland CT","$427,950","$427,950","$513,108","0","02/07/2022"
"CLOSD","6438 Twin Falls CT","$534,950","$534,950","$555,000","2","02/04/2022"
"CLOSD","15304 Gammon Green WALK","$432,950","$432,950","$476,165","10","02/04/2022"
"CLOSD","18130 Jones Run TRL","$545,310","$545,310","$583,045","0","02/03/2022"
"CLOSD","15124 Enmore DR","$554,997","$489,997","$670,432","304","02/03/2022"
"CLOSD","16724 Sayley DR","$695,210","$695,210","$795,535","8","02/03/2022"
"CLOSD","6658 Citory WAY","$470,575","$389,950","$470,575","74","02/02/2022"
"CLOSD","6662 Citory WAY","$485,165","$458,320","$485,165","24","02/02/2022"
"CLOSD","6656 Citory WAY","$484,860","$455,245","$484,860","0","02/02/2022"
"CLOSD","6660 Citory WAY","$505,185","$430,900","$505,185","141","02/02/2022"
"CLOSD","7106 Jones Run LN","$538,035","$538,035","$538,035","78","02/01/2022"
"CLOSD","5531 Mossy Oak RD","$428,950","$428,950","$620,859","0","02/01/2022"
"CLOSD","6812 Dunton RD","$364,950","$364,950","$406,989","0","01/31/2022"
"CLOSD","6824 Dunton RD","$360,950","$360,950","$406,860","0","01/31/2022"
"CLOSD","18118 Jones Run TRL","$479,075","$479,075","$525,160","0","01/31/2022"
"CLOSD","6701 Southwalk HTS Unit#408-4","$468,363","$468,363","$468,363","0","01/28/2022"
"CLOSD","16001 Clawton CT","$504,800","$504,800","$583,420","0","01/28/2022"
"CLOSD","12901 Bailey Valley DR","$449,000","$449,000","$475,000","5","01/28/2022"
"CLOSD","6828 Dunton RD","$369,950","$369,950","$478,187","0","01/28/2022"
"CLOSD","6306 Bear Trace WAY","$630,000","$630,000","$610,000","10","01/27/2022"
"CLOSD","18167 Jones Run TRL","$447,735","$447,735","$486,660","0","01/26/2022"
"CLOSD","6726 Liege HL Unit#6726","$420,000","$420,000","$420,000","7","01/25/2022"
"CLOSD","15313 Merton CT","$480,000","$480,000","$485,550","5","01/25/2022"
"CLOSD","16743 Sayley DR","$472,950","$472,950","$565,045","0","01/24/2022"
"CLOSD","6707 Southwalk HTS Unit#405-4","$462,917","$462,917","$462,917","0","01/24/2022"
"CLOSD","18012 Jones Run TRL","$458,675","$458,675","$485,965","0","01/21/2022"
"CLOSD","16713 Lilting Moon CT","$550,640","$531,990","$550,640","0","01/21/2022"
"CLOSD","6705 Southwalk HTS Unit#406-4","$348,490","$348,490","$419,477","0","01/20/2022"
"CLOSD","8501 Crossfell CT","$542,885","$542,885","$549,435","0","01/19/2022"
"CLOSD","18173 Jones Run TRL","$495,665","$500,665","$495,665","50","01/18/2022"
"CLOSD","6430 Doyles TRL","$409,950","$409,950","$421,000","13","01/18/2022"
"CLOSD","16706 Sayley DR","$460,950","$460,950","$595,319","0","01/18/2022"
"CLOSD","16712 Lilting Moon CT","$621,135","$557,750","$621,135","0","01/14/2022"
"CLOSD","18206 Sagamore DR","$715,985","$609,990","$724,052","128","01/14/2022"
"CLOSD","5525 Mossy Oak RD","$516,950","$498,950","$657,822","115","01/13/2022"
"CLOSD","18024 Jones Run TRL","$475,400","$475,400","$503,685","0","01/12/2022"
"CLOSD","16930 Old Westridge DR","$438,950","$438,950","$476,771","0","01/10/2022"
"CLOSD","16812 Warren Crest CT","$573,950","$573,950","$574,922","4","01/10/2022"
"CLOSD","18112 Jones Run TRL","$455,235","$455,235","$497,785","0","01/07/2022"
"CLOSD","15224 Greenhart DR","$425,000","$425,000","$425,000","22","01/07/2022"
"CLOSD","11243 Lost Parrish DR","$470,240","$470,240","$477,512","2","01/07/2022"
"CLOSD","11400 Lost Parrish DR","$435,000","$435,000","$440,000","4","01/06/2022"
"CLOSD","18001 Jones Run TRL","$515,675","$499,360","$515,675","0","01/06/2022"
"CLOSD","18113 Timber Banks LN","$748,900","$712,900","$845,490","151","01/06/2022"
"CLOSD","17342 Otter DR","$713,713","$713,713","$729,791","2","12/30/2021"
"CLOSD","6724 Citory WAY","$451,835","$414,310","$451,835","106","12/29/2021"
"CLOSD","5518 Tag Alder Terrace","$484,410","$486,410","$484,410","96","12/29/2021"
"CLOSD","6218 Trail Ride Dr.","$482,195","$482,295","$482,295","27","12/29/2021"
"CLOSD","16743 Cabrio CT","$445,950","$445,950","$497,035","0","12/28/2021"
"CLOSD","15812 Scarlet Coat DR","$530,019","$530,019","$626,712","0","12/27/2021"
"CLOSD","11506 Avening RD","$408,475","$408,475","$423,807","2","12/22/2021"
"CLOSD","18107 Timber Banks LN","$972,500","$972,500","$1,113,274","2","12/22/2021"
"CLOSD","18000 Jones Run TRL","$531,810","$504,260","$531,810","0","12/22/2021"
"CLOSD","7102 Silver Farm PL","$650,000","$650,000","$637,000","4","12/22/2021"
"CLOSD","3530 Waverton DR","$649,631","$649,631","$649,631","0","12/22/2021"
"CLOSD","3513 Alvecote TER","$701,309","$701,309","$701,309","2","12/22/2021"
"CLOSD","6718 Citory WAY","$494,125","$451,605","$493,455","106","12/21/2021"
"CLOSD","6722 Citory WAY","$505,095","$383,950","$505,095","26","12/20/2021"
"CLOSD","15143 Enmore DR","$470,900","$464,900","$565,196","79","12/17/2021"
"CLOSD","18149 Jones Run TRL","$485,820","$485,820","$484,865","7","12/16/2021"
"CLOSD","8624 Forge Gate LN","$519,900","$519,900","$545,000","6","12/15/2021"
"CLOSD","15831 Scarlet Coat DR","$456,950","$456,950","$540,958","0","12/15/2021"
"CLOSD","16106 Turquoise DR","$615,000","$615,000","$635,000","3","12/15/2021"
"CLOSD","3536 Waverton DR","$594,900","$594,900","$793,083","24","12/15/2021"
"CLOSD","13812 Tyberton DR","$417,950","$417,950","$482,515","0","12/13/2021"
"CLOSD","3701 Camdale DR","$656,311","$656,311","$656,311","2","12/13/2021"
"CLOSD","8207 Amington LN","$494,350","$494,350","$505,155","0","12/13/2021"
"CLOSD","4900 Ellerby DR","$422,950","$422,950","$517,520","0","12/13/2021"
"CLOSD","5518 Singing Bird DR","$1,200,000","$1,300,000","$1,150,000","84","12/13/2021"
"CLOSD","18131 Jones Run TRL","$422,000","$422,000","$460,410","0","12/10/2021"
"CLOSD","6720 Citory WAY","$451,405","$374,950","$451,405","47","12/10/2021"
"CLOSD","18201 Timber Banks LN","$854,940","$854,940","$992,038","0","12/10/2021"
"CLOSD","15312 Gammon Green WALK Unit#33","$429,950","$429,950","$476,165","10","12/10/2021"
"CLOSD","3524 Waverton DR","$634,955","$634,955","$702,467","0","12/10/2021"
"CLOSD","11513 Longtown Trail","$436,990","$441,990","$436,990","54","12/09/2021"
"CLOSD","6201 Trail Ride Dr","$494,990","$494,990","$495,090","2","12/09/2021"
"CLOSD","6206 Strongbow DR","$461,435","$446,950","$461,435","0","12/08/2021"
"CLOSD","18161 Jones Run TRL","$455,785","$455,785","$489,855","0","12/08/2021"
"CLOSD","13901 Tyberton DR","$417,950","$417,950","$491,501","0","12/07/2021"
"CLOSD","18125 Jones Run TRL","$429,185","$429,185","$471,975","0","12/06/2021"
"CLOSD","11601 Longtown LOOP","$429,175","$429,175","$433,580","2","12/03/2021"
"CLOSD","3537 Waverton DR","$749,997","$574,999","$749,997","94","12/03/2021"
"CLOSD","18155 Jones Run TRL","$429,060","$429,060","$471,925","0","12/02/2021"
"CLOSD","18124 Jones Run TRL","$438,850","$438,850","$484,320","0","12/02/2021"
"CLOSD","18306 Sagamore DR","$704,875","$582,190","$711,705","51","12/02/2021"
"CLOSD","6412 Richwood TRL","$455,000","$455,000","$465,000","5","11/30/2021"
"CLOSD","18143 Jones Run TRL","$421,250","$421,250","$466,795","0","11/30/2021"
"CLOSD","17331 Otter DR","$586,815","$586,815","$651,621","0","11/30/2021"
"CLOSD","5712 Brailen DR","$499,000","$499,000","$501,000","18","11/29/2021"
"CLOSD","16700 Lilting Moon CT","$531,365","$495,335","$531,365","28","11/29/2021"
"CLOSD","6831 Cherry Creek LN","$863,465","$863,465","$939,162","2","11/26/2021"
"CLOSD","17400 Otter DR","$699,293","$699,293","$715,340","3","11/25/2021"
"CLOSD","18100 Jones Run TRL","$413,630","$413,630","$459,560","0","11/24/2021"
"CLOSD","6715 Southwalk HTS Unit#402-4","$443,864","$443,864","$442,582","0","11/24/2021"
"CLOSD","11807 Longtown DR","$395,000","$395,000","$400,000","5","11/23/2021"
"CLOSD","5713 Brailen DR","$475,000","$475,000","$503,000","7","11/22/2021"
"CLOSD","18137 Jones Run TRL","$419,750","$419,750","$464,715","0","11/22/2021"
"CLOSD","15902 Lewisham DR","$459,950","$474,395","$459,950","12","11/19/2021"
"CLOSD","16006 Clawton CT","$501,550","$501,550","$569,595","2","11/19/2021"
"CLOSD","7213 Bonallack BND","$725,000","$739,000","$725,000","42","11/19/2021"
"CLOSD","18018 Jones Run TRL","$410,674","$410,674","$442,073","0","11/18/2021"
"CLOSD","5418 Swift Fox DR","$552,480","$510,615","$552,480","46","11/18/2021"
"CLOSD","7207 Maple Summit LN","$667,950","$667,950","$668,930","11","11/17/2021"
"CLOSD","15900 Lewisham DR","$499,950","$516,070","$498,545","26","11/17/2021"
"CLOSD","8712 Turquoise PL","$629,000","$640,000","$625,000","24","11/17/2021"
"CLOSD","13813 Hentland CT","$445,950","$445,950","$570,440","0","11/15/2021"
"CLOSD","3513 Waverton DR","$612,110","$612,110","$772,281","0","11/15/2021"
"CLOSD","5531 Tag Alder Terrace","$488,410","$488,410","$488,410","9","11/12/2021"
"CLOSD","17906 Grand Haven CT","$795,000","$850,000","$780,000","52","11/12/2021"
"CLOSD","6813 Cherry Creek LN","$837,565","$837,565","$939,162","2","11/12/2021"
"CLOSD","15300 Greenhart DR","$485,000","$485,000","$530,000","4","11/10/2021"
"CLOSD","6437 Doyles TRL","$539,900","$539,900","$557,000","6","11/10/2021"
"CLOSD","4600 Otter CT","$754,080","$754,080","$762,189","0","11/10/2021"
"CLOSD","17107 Old Westridge DR","$454,950","$454,950","$522,346","0","11/08/2021"
"CLOSD","18219 Timber Banks LN","$941,400","$941,400","$941,400","2","11/08/2021"
"CLOSD","3600 Waverton DR","$678,238","$542,900","$748,436","31","11/05/2021"
"CLOSD","15112 Litton DR","$825,000","$825,000","$825,000","63","11/05/2021"
"CLOSD","9507 Kinnerton DR","$414,950","$414,950","$492,655","0","11/04/2021"
"CLOSD","16725 Laurel Park DR","$449,950","$449,950","$450,999","15","11/04/2021"
"CLOSD","8561 Amington LN","$439,900","$439,900","$455,000","4","11/03/2021"
"CLOSD","16830 Laurel Park DR","$352,950","$352,950","$404,162","0","11/02/2021"
"CLOSD","18131 Cove Creek DR","$649,950","$649,950","$660,000","20","11/02/2021"
"CLOSD","18275 Twin Falls LN","$565,000","$565,000","$570,000","6","11/01/2021"
"CLOSD","5530 Tag Alder Terrace","$499,795","$497,895","$504,165","50","10/31/2021"
"CLOSD","16007 Clawton CT","$496,605","$496,605","$540,555","2","10/30/2021"
"CLOSD","16704 Thornapple RUN","$419,000","$419,000","$419,000","8","10/29/2021"
"CLOSD","11912 Longtown DR","$399,900","$407,000","$405,000","65","10/28/2021"
"CLOSD","4612 Ellerby DR","$424,950","$424,950","$514,737","0","10/28/2021"
"CLOSD","17324 Otter DR","$667,724","$667,724","$681,340","2","10/28/2021"
"CLOSD","15919 Cambria Cove BLVD","$449,000","$449,000","$460,000","4","10/27/2021"
"CLOSD","15630 Blooming RD","$415,837","$384,229","$471,178","99","10/26/2021"
"CLOSD","16837 Warren Crest CT","$425,950","$425,950","$520,262","0","10/25/2021"
"CLOSD","11612 Longtown DR","$439,000","$439,000","$445,000","4","10/25/2021"
"CLOSD","6602 Liege HL","$433,675","$433,675","$454,105","25","10/25/2021"
"CLOSD","6600 Liege HL","$452,150","$452,150","$505,430","0","10/25/2021"
"CLOSD","11501 Longtown Trail","$451,620","$449,620","$450,270","21","10/22/2021"
"CLOSD","15024 Enmore DR","$634,875","$634,875","$634,875","2","10/22/2021"
"CLOSD","3525 Alvecote TER","$676,201","$676,201","$711,359","2","10/22/2021"
"CLOSD","11507 Longtown Trail","$420,535","$420,535","$418,155","8","10/21/2021"
"CLOSD","6605 Liege HL Unit#68-1","$479,000","$479,000","$454,750","35","10/20/2021"
"CLOSD","15625 Henningford RD","$447,806","$447,806","$500,840","0","10/19/2021"
"CLOSD","17100 Old Westridge DR","$398,950","$398,950","$525,882","0","10/18/2021"
"CLOSD","5708 Rohan PL","$418,500","$428,500","$428,500","15","10/15/2021"
"CLOSD","6848 Dunton RD","$371,950","$371,950","$406,743","0","10/14/2021"
"CLOSD","8812 Forge Gate LN","$425,950","$425,950","$536,200","0","10/14/2021"
"CLOSD","6212 Trail Ride Dr.","$479,895","$479,895","$486,110","8","10/13/2021"
"CLOSD","9606 Simonsville RD","$418,950","$418,950","$496,088","0","10/13/2021"
"CLOSD","13401 Fitzwilliam CT","$405,950","$405,950","$504,434","0","10/12/2021"
"CLOSD","11230 Lost Parrish DR","$449,950","$449,950","$470,000","2","10/11/2021"
"CLOSD","16754 Sayley DR","$545,355","$545,355","$605,660","0","10/11/2021"
"CLOSD","9706 Kinnerton DR","$403,950","$403,950","$496,330","0","10/08/2021"
"CLOSD","6836 Dunton RD","$394,305","$394,305","$404,920","5","10/06/2021"
"CLOSD","9024 Sugar Hill PL","$448,000","$448,000","$448,000","2","10/06/2021"
"CLOSD","6301 Sagamore WAY","$749,000","$749,000","$757,000","6","10/06/2021"
"CLOSD","15643 Henningford RD","$379,950","$344,950","$443,346","4","10/05/2021"
"CLOSD","8224 Spiral DR","$445,785","$445,785","$497,090","0","10/01/2021"
"CLOSD","13818 Tyberton DR","$379,950","$379,950","$454,670","0","09/30/2021"
"CLOSD","16048 Cambria Cove BLVD","$460,000","$460,000","$480,000","3","09/30/2021"
"CLOSD","3701 Enmore PL","$688,740","$688,740","$704,167","2","09/30/2021"
"CLOSD","6840 Dunton RD","$410,950","$368,350","$411,660","130","09/29/2021"
"CLOSD","6207 Trail Ride Dr","$477,995","$477,995","$477,995","22","09/28/2021"
"CLOSD","6213 Trail Ride","$464,720","$464,720","$464,720","10","09/28/2021"
"CLOSD","16808 Broadmoor RD","$372,950","$372,950","$441,435","0","09/28/2021"
"CLOSD","8800 Forge Gate LN","$467,950","$467,950","$594,857","0","09/28/2021"
"CLOSD","4601 Otter CT","$850,000","$850,000","$850,000","2","09/28/2021"
"CLOSD","9518 Buffalo Springs DR","$460,000","$460,000","$465,000","1","09/24/2021"
"CLOSD","18013 Timber Banks LN","$822,276","$822,276","$884,135","2","09/24/2021"
"CLOSD","8830 Forge Gate LN","$582,660","$582,660","$584,025","0","09/23/2021"
"CLOSD","5413 Singing Bird DR","$899,997","$899,997","$899,997","3","09/20/2021"
"CLOSD","8907 Forge Gate LN","$422,950","$458,545","$549,004","0","09/20/2021"
"CLOSD","16631 Cabrio PL","$427,950","$427,950","$502,279","0","09/17/2021"
"CLOSD","4700 Singing Bird DR","$489,900","$479,900","$565,552","31","09/17/2021"
"CLOSD","18212 Sagamore DR","$655,119","$599,990","$656,919","32","09/17/2021"
"CLOSD","5712 Brailen Dr","$474,805","$474,805","$474,805","2","09/15/2021"
"CLOSD","16643 Cabrio PL","$399,950","$399,950","$456,382","0","09/15/2021"
"CLOSD","13413 Fitzwilliam CT","$434,950","$434,950","$557,273","0","09/15/2021"
"CLOSD","8107 Bole Hat RD","$477,460","$472,650","$506,650","20","09/14/2021"
"CLOSD","5766 Trail Ride DR","$425,000","$425,000","$450,000","12","09/13/2021"
"CLOSD","17019 Thornapple CT","$374,760","$374,760","$404,130","0","09/10/2021"
"CLOSD","17407 Otter DR","$879,000","$879,000","$879,000","20","09/08/2021"
"CLOSD","6604 Liege HL","$434,775","$424,725","$444,435","21","09/07/2021"
"CLOSD","13406 Fitzwilliam CT","$441,950","$441,950","$507,015","0","09/03/2021"
"CLOSD","6606 Liege HL","$398,675","$392,275","$414,060","30","09/02/2021"
"CLOSD","5641 Rohan PL","$399,900","$399,900","$410,000","4","09/02/2021"
"CLOSD","6610 Liege HL","$417,675","$377,950","$437,015","40","09/02/2021"
"CLOSD","6608 Liege HL","$422,735","$422,735","$443,125","0","09/02/2021"
"CLOSD","5524 Tag Alder Terrace","$460,000","$460,000","$460,000","0","09/01/2021"
"CLOSD","11807 SUGAR HILL DR","$405,050","$405,050","$405,050","0","08/31/2021"
"CLOSD","13400 Fitzwilliam CT","$429,950","$429,950","$515,567","0","08/31/2021"
"CLOSD","18160 Sagamore DR","$584,990","$569,990","$617,345","57","08/31/2021"
"CLOSD","4600 Lake Summer Loop","$625,000","$625,000","$675,000","3","08/30/2021"
"CLOSD","5506 Singing Bird DR","$985,000","$985,000","$985,000","26","08/30/2021"
"CLOSD","15613 Blooming RD","$449,920","$404,387","$501,340","104","08/27/2021"
"CLOSD","6325 Bear Trace WAY","$725,000","$725,000","$738,000","3","08/27/2021"
"CLOSD","4612 Cabretta DR","$404,950","$404,950","$434,294","0","08/26/2021"
"CLOSD","18107 Ruby Hill CT","$799,900","$799,900","$815,000","100","08/26/2021"
"CLOSD","11219 Lost Parrish DR","$426,200","$426,200","$428,771","2","08/25/2021"
"CLOSD","11500 Longtown Dr","$411,822","$411,822","$405,905","1","08/25/2021"
"CLOSD","4700 Easter RD","$524,997","$524,997","$499,000","161","08/25/2021"
"CLOSD","9618 Simonsville RD","$416,950","$416,950","$508,610","0","08/24/2021"
"CLOSD","5706 Gossamer Ct","$509,536","$509,636","$509,536","42","08/23/2021"
"CLOSD","13436 Fitzwilliam CT","$396,950","$396,950","$459,611","0","08/23/2021"
"CLOSD","5512 Singing Bird DR","$813,475","$813,475","$813,475","4","08/23/2021"
"CLOSD","15537 Little Hill CT","$650,000","$650,000","$653,000","4","08/23/2021"
"CLOSD","18207 Sagamore DR","$615,714","$427,985","$618,304","153","08/20/2021"
"CLOSD","11207 Lost Parrish DR","$425,000","$425,000","$425,000","4","08/19/2021"
"CLOSD","8848 Forge Gate LN","$465,950","$465,950","$598,932","0","08/19/2021"
"CLOSD","15606 Wolfboro RD","$421,710","$425,210","$435,125","11","08/18/2021"
"CLOSD","16119 Turquoise DR","$584,900","$584,900","$572,500","7","08/18/2021"
"CLOSD","9501 Craftsbury CT","$432,950","$432,950","$489,223","0","08/18/2021"
"CLOSD","9025 Forge Gate LN","$537,740","$537,740","$600,670","0","08/18/2021"
"CLOSD","14224 Ashmill DR","$375,000","$375,000","$406,100","3","08/17/2021"
"CLOSD","9101 Buffalo Springs DR","$450,000","$450,000","$450,000","4","08/16/2021"
"CLOSD","16637 Cabrio PL","$386,950","$386,950","$418,698","0","08/12/2021"
"CLOSD","14807 Waverton TURN","$633,672","$633,672","$670,572","79","08/12/2021"
"CLOSD","15112 Stone Church DR","$403,000","$403,000","$403,000","0","08/11/2021"
"CLOSD","15507 Wolfboro RD","$441,255","$410,255","$441,255","28","08/11/2021"
"CLOSD","15606 Morocco LN","$590,000","$600,000","$582,500","18","08/11/2021"
"CLOSD","16836 Laurel Park DR","$333,950","$333,950","$400,106","0","08/10/2021"
"CLOSD","6900 Dunton RD","$402,628","$398,628","$402,628","29","08/09/2021"
"CLOSD","11937 Longtown DR","$430,280","$430,280","$434,760","0","08/09/2021"
"CLOSD","13418 Fitzwilliam CT","$417,950","$417,950","$503,450","0","08/09/2021"
"CLOSD","17000 Old Westridge DR","$450,950","$450,950","$592,518","0","08/09/2021"
"CLOSD","13425 Fitzwilliam CT","$419,950","$419,950","$491,531","0","08/06/2021"
"CLOSD","3713 Knighton CIR","$579,000","$579,000","$579,000","12","08/06/2021"
"CLOSD","3518 Alvecote TER","$739,900","$739,900","$760,000","202","08/06/2021"
"CLOSD","9272 Beech Hill CT","$442,756","$404,990","$448,451","70","08/04/2021"
"CLOSD","16807 Chalet CT","$468,635","$468,635","$484,365","0","08/04/2021"
"CLOSD","12906 Buffalo Springs PL","$420,000","$420,000","$445,000","5","08/03/2021"
"CLOSD","7230 Stafford Park DR","$470,000","$470,000","$470,000","3","07/30/2021"
"CLOSD","11931 Longtown DR","$393,145","$393,145","$423,595","2","07/30/2021"
"CLOSD","9112 Sharpe CT","$438,644","$417,544","$559,441","91","07/30/2021"
"CLOSD","8319 Amington LN","$445,000","$465,000","$437,500","7","07/30/2021"
"CLOSD","15813 Scarlet Coat DR","$542,950","$542,950","$547,550","18","07/30/2021"
"CLOSD","7237 Bonallack BND","$672,788","$672,788","$713,108","2","07/30/2021"
"CLOSD","15513 Wolfboro RD","$424,940","$415,955","$430,625","14","07/30/2021"
"CLOSD","18201 Sagamore DR","$439,040","$467,985","$448,880","68","07/29/2021"
"CLOSD","6500 Sanford Springs CV","$359,950","$359,950","$404,979","40","07/29/2021"
"CLOSD","16806 Chalet CT","$559,690","$559,690","$657,140","0","07/29/2021"
"CLOSD","5900 Scarlet Coat PL","$413,950","$413,950","$450,936","0","07/29/2021"
"CLOSD","15525 Wolfboro RD","$499,000","$499,000","$497,000","9","07/28/2021"
"CLOSD","14612 Lavenham LN","$435,000","$435,000","$425,000","4","07/26/2021"
"CLOSD","9600 Craftsbury DR","$429,950","$429,950","$467,724","0","07/26/2021"
"CLOSD","7112 Maple Summit LN","$629,950","$629,950","$629,950","25","07/26/2021"
"CLOSD","3743 Waverton DR","$744,000","$744,000","$764,000","46","07/26/2021"
"CLOSD","6206 Trail Ride Dr","$488,365","$488,365","$488,364","0","07/23/2021"
"CLOSD","9231 Beech Hill CT","$458,265","$346,990","$464,845","17","07/22/2021"
"CLOSD","9036 Sharpe CT","$470,609","$470,609","$496,930","26","07/21/2021"
"CLOSD","15060 Dordon LN","$582,000","$582,000","$630,997","2","07/21/2021"
"CLOSD","8313 Amington LN","$445,000","$445,000","$442,500","5","07/16/2021"
"CLOSD","5724 Brailen Dr","$482,990","$482,990","$482,990","0","07/14/2021"
"CLOSD","3700 Enmore PL","$590,691","$590,691","$605,325","0","07/14/2021"
"CLOSD","18312 Sagamore DR","$692,281","$692,281","$697,135","0","07/14/2021"
"CLOSD","11306 Lost Parrish DR","$365,815","$365,815","$414,096","0","07/13/2021"
"CLOSD","8818 Fishers Green CT","$457,950","$420,950","$466,765","136","07/12/2021"
"CLOSD","14990 B River RD","$428,950","$428,950","$459,875","0","07/09/2021"
"CLOSD","16812 Broadmoor RD","$384,950","$384,950","$412,540","0","07/09/2021"
"CLOSD","14990 A River RD","$459,950","$459,950","$549,937","1","07/09/2021"
"CLOSD","13207 Beech Hill DR","$483,535","$459,990","$497,595","4","07/09/2021"
"CLOSD","4106 Bellstone DR","$709,843","$709,843","$720,777","0","07/08/2021"
"CLOSD","13412 Fitzwilliam CT","$394,950","$394,950","$429,125","0","07/06/2021"
"CLOSD","3512 Camdale DR","$735,862","$735,862","$781,452","2","07/06/2021"
"CLOSD","8018 Bole Hat RD","$444,125","$444,125","$453,840","0","07/06/2021"
"CLOSD","18155 Sagamore DR","$483,751","$464,990","$486,496","4","07/02/2021"
"CLOSD","4631 Lake Summer LOOP","$569,723","$569,723","$601,968","0","07/02/2021"
"CLOSD","18137 Sagamore DR","$578,555","$522,985","$590,989","78","07/01/2021"
"CLOSD","15524 Wolfboro RD","$429,275","$429,275","$446,385","0","06/30/2021"
"CLOSD","9507 Simonsville RD","$377,950","$377,950","$476,322","0","06/30/2021"
"CLOSD","16812 Sayley DR","$569,950","$569,950","$571,789","9","06/30/2021"
"CLOSD","15067 Dordon LN","$504,900","$484,900","$560,524","133","06/30/2021"
"CLOSD","3601 Graythorne DR","$724,900","$724,900","$724,900","277","06/30/2021"
"CLOSD","8313 Hartridge DR","$460,000","$460,000","$500,000","2","06/29/2021"
"CLOSD","15107 Enmore DR","$544,990","$544,990","$547,064","12","06/28/2021"
"CLOSD","16049 Cambria Cove BLVD","$419,153","$396,485","$433,730","115","06/25/2021"
"CLOSD","5719 Gossamer CT","$461,990","$436,350","$482,790","79","06/25/2021"
"CLOSD","16731 Cabrio CT","$400,950","$400,950","$478,828","0","06/25/2021"
"CLOSD","13801 Tyberton DR","$433,950","$433,950","$573,291","0","06/25/2021"
"CLOSD","17318 Wild Bird CT","$615,000","$615,000","$644,619","0","06/24/2021"
"CLOSD","18119 Sagamore DR","$549,990","$549,990","$549,990","3","06/22/2021"
"CLOSD","9506 Deering CT","$433,950","$433,950","$528,864","0","06/21/2021"
"CLOSD","5837 Brailen DR","$472,960","$473,060","$468,060","30","06/18/2021"
"CLOSD","8507 Crossfell CT","$499,950","$499,950","$469,584","86","06/18/2021"
"CLOSD","6706 Grand Haven LN","$684,950","$684,950","$670,000","8","06/16/2021"
"CLOSD","6324 Bear Trace WAY","$524,900","$524,900","$540,000","3","06/16/2021"
"CLOSD","16706 Laurel Park DR","$399,950","$399,950","$430,000","5","06/15/2021"
"CLOSD","16700 Broadmoor RD","$389,950","$389,950","$493,470","0","06/15/2021"
"CLOSD","16700 Sayley DR","$435,950","$435,950","$519,380","0","06/14/2021"
"CLOSD","3707 Camdale DR","$498,595","$498,595","$512,402","2","06/14/2021"
"CLOSD","5901 Brailen DR","$458,260","$450,280","$453,260","5","06/11/2021"
"CLOSD","11507 Longtown DR","$409,990","$409,990","$409,990","7","06/11/2021"
"CLOSD","10543 Brightstone DR","$440,000","$440,000","$450,000","4","06/11/2021"
"CLOSD","9600 Simonsville RD","$420,950","$420,950","$488,914","0","06/11/2021"
"CLOSD","18200 Sagamore DR","$537,455","$537,455","$558,724","0","06/11/2021"
"CLOSD","18012 Cove Creek DR","$689,950","$674,950","$689,950","122","06/10/2021"
"CLOSD","9218 Beech Hill CT","$388,405","$341,990","$405,675","24","06/09/2021"
"CLOSD","7707 Ladybells PL","$627,851","$624,341","$651,131","145","06/08/2021"
