"Status","Address","List Price","Original List Price","Sales Price","Days On Market","Sales Date","New/Resale"
"CLOSD","2820 EXECUTIVE DR","$299,500","$289,000","$295,950","5","08/03/2021","Resale (occupied at least once)"
"CLOSD","12632 Prestonfield DR","$280,000","$280,000","$295,000","9","03/25/2022","Resale (occupied at least once)"
"CLOSD","2520 Porter ST","$299,488","$299,988","$292,000","78","02/18/2022","Resale (occupied at least once)"
"CLOSD","2116 P ST","$269,950","$269,950","$290,500","4","09/23/2021","Resale (occupied at least once)"
"CLOSD","1317 N 26th ST","$275,000","$275,000","$290,000","2","06/17/2022","Resale (occupied at least once)"
"CLOSD","4909 Clayton RD","$265,000","$265,000","$285,000","6","08/12/2022","Resale (occupied at least once)"
"CLOSD","8436 Sir Lionel PL","$270,000","$270,000","$285,000","2","07/26/2021","Resale (occupied at least once)"
"CLOSD","15811 Tinsberry PL","$299,900","$299,900","$283,200","8","11/09/2022","Resale (occupied at least once)"
"CLOSD","9113 Woodlake DR","$250,000","$250,000","$280,100","11","08/11/2021","Resale (occupied at least once)"
"CLOSD","3602 Galena AVE","$279,900","$279,900","$280,000","13","12/19/2022","Resale (occupied at least once)"
"CLOSD","1001 Briars CT Unit#304","$279,900","$279,900","$279,450","5","10/15/2021","Resale (occupied at least once)"
"CLOSD","1610 Grove AVE Unit#U11","$279,000","$279,000","$279,000","6","09/16/2022","Resale (occupied at least once)"
"CLOSD","202 Damascus DR","$275,000","$275,000","$275,000","4","06/13/2022","Resale (occupied at least once)"
"CLOSD","4807 Altair RD","$274,900","$287,500","$274,900","109","03/02/2023","Resale (occupied at least once)"
"CLOSD","3182 Darbytown RD","$280,000","$280,000","$270,000","28","01/03/2023","Resale (occupied at least once)"
"CLOSD","3229 Arthurwood PL","$270,000","$270,000","$270,000","4","02/11/2022","Resale (occupied at least once)"
"CLOSD","5316 Oak Leaf LN","$264,950","$264,950","$270,000","2","08/17/2021","Resale (occupied at least once)"
"CLOSD","4358 Jalee DR","$275,000","$275,000","$269,924","9","08/25/2022","Resale (occupied at least once)"
"CLOSD","1657 W Broad ST Unit#U8","$250,000","$250,000","$265,000","5","05/02/2022","Resale (occupied at least once)"
"CLOSD","2911 Lawson ST","$265,000","$265,000","$265,000","6","01/28/2022","Resale (occupied at least once)"
"CLOSD","8118 Fallbrooke DR","$259,950","$259,950","$262,950","5","01/07/2022","Resale (occupied at least once)"
"CLOSD","716 S Ivy AVE","$250,000","$250,000","$261,000","3","03/31/2023","Resale (occupied at least once)"
"CLOSD","9607 Torno DR","$264,950","$269,950","$260,000","43","12/03/2021","Resale (occupied at least once)"
"CLOSD","3106 Winchester ST","$229,900","$229,900","$260,000","2","06/23/2022","Resale (occupied at least once)"
"CLOSD","1902 Butor RD","$258,000","$260,000","$258,000","41","03/06/2023","Resale (occupied at least once)"
"CLOSD","3129 Newington CT","$247,500","$247,500","$257,000","4","12/30/2022","Resale (occupied at least once)"
"CLOSD","3001 Oxnard RD","$239,900","$239,900","$256,350","4","01/24/2022","Resale (occupied at least once)"
"CLOSD","2308 Johnson PL","$272,500","$275,000","$256,000","4","12/30/2022","Resale (occupied at least once)"
"CLOSD","105 Jackson AVE","$224,900","$224,900","$255,900","6","04/21/2022","Resale (occupied at least once)"
"CLOSD","3303 Walnut Cove CT","$230,000","$230,000","$252,000","7","05/27/2022","Resale (occupied at least once)"
"CLOSD","1018 Garber ST","$250,000","$250,000","$250,000","16","02/28/2022","Resale (occupied at least once)"
"CLOSD","1433 Almond Tree DR","$235,000","$235,000","$250,000","4","01/21/2022","Resale (occupied at least once)"
"CLOSD","3113 1st AVE","$215,000","$215,000","$250,000","4","05/17/2023","Resale (occupied at least once)"
"CLOSD","4624 Raspberry Patch LN","$247,000","$247,000","$250,000","3","04/22/2022","Resale (occupied at least once)"
"CLOSD","903 Dominion Townes CT","$240,000","$240,000","$250,000","6","08/01/2022","Resale (occupied at least once)"
"CLOSD","8 Ainsworth LN","$249,000","$249,000","$249,000","35","12/20/2022","Resale (occupied at least once)"
"CLOSD","117 South ST","$240,000","$240,000","$245,000","3","09/14/2021","Resale (occupied at least once)"
"CLOSD","1733 N 28th ST","$249,950","$285,000","$245,000","45","01/12/2022","Resale (occupied at least once)"
"CLOSD","6611 Battlewood RD","$239,950","$239,950","$240,000","11","02/28/2022","Resale (occupied at least once)"
"CLOSD","5307 Greatbridge TER","$239,950","$239,950","$240,000","5","11/15/2021","Resale (occupied at least once)"
"CLOSD","210 Rocketts WAY Unit#303","$239,000","$239,000","$239,000","1","11/04/2022","Resale (occupied at least once)"
"CLOSD","2909 Sandy Grove CT","$225,000","$225,000","$237,500","4","12/27/2022","Resale (occupied at least once)"
"CLOSD","4006 Simons DR","$224,950","$224,950","$235,000","6","12/17/2021","Resale (occupied at least once)"
"CLOSD","311 S Lake AVE","$235,000","$235,000","$235,000","5","09/30/2022","Resale (occupied at least once)"
"CLOSD","212 Larne","$240,000","$249,900","$235,000","23","07/30/2021","Resale (occupied at least once)"
"CLOSD","3020 Montecrest AVE","$220,000","$220,000","$235,000","4","07/22/2022","Resale (occupied at least once)"
"CLOSD","217 N New AVE","$234,900","$239,900","$235,000","17","01/23/2023","Resale (occupied at least once)"
"CLOSD","110 E Magruder ST","$234,000","$234,000","$234,000","3","02/11/2022","Resale (occupied at least once)"
"CLOSD","2517 Farrand ST","$230,000","$230,000","$230,000","5","09/16/2021","Resale (occupied at least once)"
"CLOSD","1410 Southbury AVE","$224,950","$224,950","$230,000","11","12/22/2021","Resale (occupied at least once)"
"CLOSD","214 Hodder LN","$228,500","$238,500","$228,500","21","08/31/2022","Resale (occupied at least once)"
"CLOSD","2022 Buckner ST","$239,900","$239,900","$227,900","14","02/27/2023","Resale (occupied at least once)"
"CLOSD","5330 Chesswood DR","$225,000","$235,000","$225,000","96","12/30/2022","Resale (occupied at least once)"
"CLOSD","19210 Old Cryors RD","$215,000","$215,000","$225,000","2","07/08/2022","Resale (occupied at least once)"
"CLOSD","4228 Rosedown PL","$229,500","$229,500","$225,000","11","12/03/2021","Resale (occupied at least once)"
"CLOSD","7336 Pineleaf DR","$215,000","$215,000","$220,250","2","10/22/2021","Resale (occupied at least once)"
"CLOSD","323 Seven Pines AVE","$217,000","$224,900","$220,000","23","10/11/2022","Resale (occupied at least once)"
"CLOSD","3025 Sherbourne RD","$220,000","$175,000","$218,000","35","11/02/2022","Resale (occupied at least once)"
"CLOSD","20106 Glenlivet CT","$210,000","$195,000","$216,800","15","07/30/2021","Resale (occupied at least once)"
"CLOSD","1049 Dixon DR","$210,000","$210,000","$215,000","2","09/26/2022","Resale (occupied at least once)"
"CLOSD","25115 Gilmar CT","$209,900","$209,900","$215,000","4","02/28/2022","Resale (occupied at least once)"
"CLOSD","4610 Milfax RD","$215,000","$215,000","$213,000","7","03/24/2022","Resale (occupied at least once)"
"CLOSD","411 Sherman AVE","$200,000","$200,000","$210,000","7","07/01/2022","Resale (occupied at least once)"
"CLOSD","3705 Yard Arm DR","$200,000","$200,000","$210,000","12","10/15/2021","Resale (occupied at least once)"
"CLOSD","320 Spring ST","$209,000","$209,000","$210,000","24","03/31/2023","Resale (occupied at least once)"
"CLOSD","511 Bancroft AVE","$210,000","$210,000","$210,000","2","03/16/2023","Resale (occupied at least once)"
"CLOSD","1705 N 19th ST","$199,500","$199,500","$203,500","5","02/22/2023","Resale (occupied at least once)"
"CLOSD","4602 Carpenter RD","$185,000","$185,000","$200,000","12","04/29/2022","Resale (occupied at least once)"
"CLOSD","2323 National ST","$200,000","$200,000","$198,000","19","11/08/2022","Resale (occupied at least once)"
"CLOSD","4703 Craddock AVE","$189,000","$189,000","$195,000","3","10/22/2021","Resale (occupied at least once)"
"CLOSD","2210 Binford LN","$194,900","$194,900","$194,000","7","03/28/2022","Resale (occupied at least once)"
"CLOSD","538 N Azalea RD","$190,000","$225,000","$190,000","46","04/01/2022","Resale (occupied at least once)"
"CLOSD","1618 Kingswood ST","$189,900","$189,900","$189,900","2","02/16/2022","Resale (occupied at least once)"
"CLOSD","2534 Crestwood AVE","$170,000","$170,000","$187,000","5","04/11/2022","Resale (occupied at least once)"
"CLOSD","2241 Buckner ST","$169,950","$169,950","$175,450","6","09/03/2021","Resale (occupied at least once)"
"CLOSD","603 Hill AVE","$189,950","$199,950","$175,000","64","03/20/2023","Resale (occupied at least once)"
"CLOSD","3001 Rushton RD","$175,000","$175,000","$175,000","0","06/30/2022","Resale (occupied at least once)"
"CLOSD","132 N Fern AVE","$175,000","$175,000","$171,000","3","01/06/2023","Resale (occupied at least once)"
"CLOSD","911 Irby","$195,000","$250,000","$170,000","27","03/11/2022","Resale (occupied at least once)"
"CLOSD","3220 Maryland AVE","$185,000","$195,000","$170,000","57","05/12/2023","Resale (occupied at least once)"
"CLOSD","711 Keswick RD","$170,000","$170,000","$170,000","13","08/02/2021","Resale (occupied at least once)"
"CLOSD","7108 Stonington CT","$170,000","$170,000","$170,000","5","01/03/2022","Resale (occupied at least once)"
"CLOSD","310 Youngs RD","$169,950","$169,950","$165,000","33","09/30/2022","Resale (occupied at least once)"
"CLOSD","8412 Oconnor CT Unit#1","$155,000","$155,000","$165,000","5","11/05/2021","Resale (occupied at least once)"
"CLOSD","858 Apperson ST","$150,950","$150,950","$150,950","10","06/16/2023","Resale (occupied at least once)"
"CLOSD","2141 Binford LN","$159,000","$159,000","$150,000","4","01/18/2023","Resale (occupied at least once)"
"CLOSD","1514 Honor DR Unit#1542","$133,900","$133,900","$145,000","5","03/16/2023","Resale (occupied at least once)"
"CLOSD","3612 Main ST","$139,900","$135,000","$137,000","61","10/02/2021","Resale (occupied at least once)"
"CLOSD","21508 Jackson ST","$139,790","$139,995","$136,000","25","09/15/2021","Resale (occupied at least once)"
"CLOSD","521 Highland DR","$135,000","$149,900","$122,000","31","10/30/2021","Resale (occupied at least once)"
"CLOSD","102 N 14th AVE","$109,950","$109,950","$103,000","30","07/30/2021","Resale (occupied at least once)"
"CLOSD","829 Farmer ST","$55,000","$60,000","$42,000","124","12/21/2021","Resale (occupied at least once)"
"CLOSD","526 Harrison ST","$59,000","$59,000","$32,000","26","04/14/2022","Resale (occupied at least once)"
"PEND","510 N 9th AVE","$150,000","$150,000","","7","","Resale (occupied at least once)"
"PEND","5949 E Stonepath Garden DR Unit#5949","$332,500","$339,000","","31","","Resale (occupied at least once)"
"PEND","4507 Cathlow CIR","$300,000","$300,000","","11","","Resale (occupied at least once)"
"PEND","9300 Carroll LN","$299,995","$299,995","","11","","Resale (occupied at least once)"
"PEND","6554 Blenheim RD","$299,950","$299,950","","19","","Resale (occupied at least once)"
"PEND","3705 Woodlawn ST","$219,950","$219,950","","3","","Resale (occupied at least once)"
"PEND","2503 Haden AVE","$264,900","$265,000","","6","","Resale (occupied at least once)"
"PEND","4308 Cypress DR","$290,400","$290,400","","4","","Resale (occupied at least once)"
"PEND","5269 Old Main ST","$629,999","$659,000","","88","","Resale (occupied at least once)"
